usage_id,customer_id,monthly_logins,active_users,monthly_sessions,feature_adoption_rate,usage_change_pct,days_since_last_login,onboarding_completion,number_of_integrations
75439,15439,38,8,49,76.7,41.6,0,100.0,3
75440,15440,122,24,92,51.0,31.8,17,93.7,3
75441,15441,32,17,26,80.6,8.0,25,80.3,6
75442,15442,50,10,69,40.3,23.4,0,96.3,3
75443,15443,26,7,26,70.2,10.0,8,94.1,4
75444,15444,86,40,112,19.3,27.7,5,73.8,1
75445,15445,25,16,21,57.2,5.7,12,73.3,2
75446,15446,47,12,57,67.0,-19.9,20,62.4,2
75447,15447,83,23,74,52.5,11.8,45,79.2,2
75448,15448,74,17,78,57.7,-27.8,30,100.0,2
75449,15449,81,23,75,89.8,8.0,41,34.1,0
75450,15450,27,17,29,42.3,47.4,0,97.8,1
75451,15451,23,7,34,22.6,-26.5,2,35.1,2
75452,15452,88,18,109,76.1,4.7,6,72.4,5
75453,15453,24,8,33,32.1,-5.6,0,100.0,1
75454,15454,33,13,36,55.1,33.9,31,83.7,2
75455,15455,59,22,42,41.0,-2.6,21,48.8,1
75456,15456,13,7,17,70.5,-32.3,20,55.9,5
75457,15457,42,14,62,81.3,-10.0,32,80.9,1
75458,15458,65,14,60,42.2,17.1,20,69.3,0
75459,15459,26,15,32,84.3,30.3,30,86.0,1
75460,15460,114,22,119,45.2,-18.3,22,75.0,1
75461,15461,50,15,57,70.2,-3.8,52,71.7,2
75462,15462,21,5,16,47.5,2.2,0,90.5,2
75463,15463,45,15,59,88.8,-7.0,9,90.6,2
75464,15464,26,10,36,5.0,-6.0,18,98.4,2
75465,15465,30,16,23,28.2,10.8,11,63.9,3
75466,15466,24,7,27,57.3,30.9,17,95.4,3
75467,15467,54,17,71,34.4,3.8,12,80.7,1
75468,15468,53,14,79,83.5,2.8,6,91.0,5
75469,15469,68,22,65,27.3,-42.6,12,100.0,0
75470,15470,33,10,32,53.5,26.8,0,71.9,4
75471,15471,37,8,52,100.0,18.7,0,65.5,5
75472,15472,12,6,15,78.6,-34.6,36,100.0,2
75473,15473,34,11,50,23.3,-8.7,39,49.7,2
75474,15474,60,29,65,100.0,-39.9,18,100.0,3
75475,15475,73,14,87,98.8,23.0,25,85.6,1
75476,15476,39,8,30,45.5,-15.1,32,81.6,2
75477,15477,34,7,50,68.8,-7.2,23,70.0,2
75478,15478,16,8,16,35.0,-21.7,54,100.0,2
75479,15479,40,8,46,65.5,-6.8,6,78.4,3
75480,15480,27,13,31,67.3,-48.9,34,25.3,4
75481,15481,57,17,61,58.1,31.0,30,78.1,1
75482,15482,51,27,68,69.3,33.1,29,76.6,4
75483,15483,89,17,104,84.3,-10.0,25,68.3,2
75484,15484,125,23,110,57.8,-45.4,41,64.0,3
75485,15485,83,26,81,27.7,-20.8,1,78.7,4
75486,15486,132,25,193,46.0,-19.0,0,82.0,7
75487,15487,9,5,12,57.7,-3.2,34,79.5,6
75488,15488,41,8,60,53.4,-17.3,0,53.2,2
75489,15489,26,9,23,71.4,-27.0,40,93.1,0
75490,15490,133,32,140,74.4,-15.0,1,97.7,1
75491,15491,29,10,22,43.6,-2.7,28,10.3,1
75492,15492,129,33,138,44.4,-49.5,15,57.5,3
75493,15493,68,28,60,100.0,22.8,2,98.6,3
75494,15494,16,4,17,59.7,24.5,0,86.4,3
75495,15495,64,18,60,87.7,16.2,28,63.0,2
75496,15496,24,8,18,20.6,13.9,16,82.0,7
75497,15497,29,9,27,100.0,-39.0,18,88.4,2
75498,15498,35,10,39,53.6,-13.2,0,100.0,1
75499,15499,25,8,19,32.0,-9.0,49,68.9,3
75500,15500,25,14,30,64.8,-10.8,15,79.2,0
75501,15501,60,13,75,100.0,9.1,0,37.7,6
75502,15502,67,16,67,100.0,-2.1,0,63.7,5
75503,15503,38,9,54,60.9,10.5,29,87.9,3
75504,15504,36,21,28,59.9,56.2,0,100.0,0
75505,15505,64,14,77,32.7,-2.6,26,93.8,0
75506,15506,37,8,48,98.4,-0.3,0,61.1,3
75507,15507,65,14,86,88.6,9.8,17,80.2,2
75508,15508,40,10,42,94.4,-25.0,2,95.8,0
75509,15509,57,16,52,47.2,32.2,37,66.1,4
75510,15510,160,32,235,84.2,39.4,10,91.3,2
75511,15511,61,16,88,50.3,-16.8,32,64.3,6
75512,15512,37,20,55,100.0,-22.0,4,70.8,2
75513,15513,26,9,33,40.6,-26.7,35,70.6,1
75514,15514,131,30,174,53.0,4.5,17,73.8,3
75515,15515,66,21,95,77.8,16.8,48,98.1,4
75516,15516,179,38,189,33.6,-13.7,12,48.2,1
75517,15517,104,31,86,58.7,14.4,4,98.5,7
75518,15518,131,43,150,38.3,-31.0,28,93.8,6
75519,15519,12,4,13,54.3,11.7,17,92.6,2
75520,15520,36,13,48,42.4,2.7,0,80.8,5
75521,15521,85,25,110,70.0,-43.4,11,67.0,3
75522,15522,94,24,87,77.6,48.9,30,62.1,1
75523,15523,68,13,53,58.6,-24.0,0,63.9,1
75524,15524,71,16,82,96.1,-13.3,30,52.1,2
75525,15525,28,12,35,54.9,-3.4,35,100.0,4
75526,15526,20,6,22,47.1,-7.3,1,75.3,3
75527,15527,44,16,54,56.1,-12.9,0,68.2,2
75528,15528,12,5,16,50.1,29.7,0,88.5,3
75529,15529,124,30,131,22.5,-20.3,47,76.2,4
75530,15530,16,8,18,89.7,-32.0,23,58.8,1
75531,15531,22,14,27,38.0,12.4,0,83.3,2
75532,15532,19,6,23,57.5,-27.6,19,100.0,1
75533,15533,29,14,32,78.0,-39.6,27,100.0,2
75534,15534,64,18,58,59.9,22.8,21,96.7,1
75535,15535,30,8,37,65.6,-3.5,0,72.1,3
75536,15536,22,10,22,53.4,-0.1,18,89.2,2
75537,15537,81,19,86,85.3,27.6,9,69.9,1
75538,15538,27,14,30,72.2,2.4,0,55.9,1
75539,15539,48,12,52,30.6,26.9,26,92.5,0
75540,15540,69,17,85,93.5,1.8,47,48.4,5
75541,15541,24,5,27,50.6,19.7,0,75.1,1
75542,15542,76,15,71,85.7,-31.4,23,81.5,6
75543,15543,25,6,37,67.4,18.5,8,100.0,3
75544,15544,108,27,161,29.2,-12.9,11,91.9,3
75545,15545,67,16,51,63.4,3.2,2,60.8,1
75546,15546,58,16,72,75.1,2.5,11,100.0,0
75547,15547,63,16,89,70.5,25.4,38,60.8,4
75548,15548,41,8,60,76.2,-28.8,6,71.0,4
75549,15549,90,21,121,57.1,-13.1,11,64.2,0
75550,15550,30,11,42,17.7,-21.6,30,63.6,4
75551,15551,70,16,69,41.8,-31.4,15,65.0,3
75552,15552,17,9,23,83.1,50.3,1,100.0,3
75553,15553,33,10,39,61.2,-2.2,26,85.6,3
75554,15554,58,19,60,85.4,2.8,0,98.3,1
75555,15555,125,44,168,61.1,-27.9,23,100.0,1
75556,15556,80,20,70,100.0,34.3,58,71.8,4
75557,15557,44,20,64,60.7,-13.8,0,85.4,4
75558,15558,184,35,197,71.9,-6.9,27,83.7,1
75559,15559,33,13,46,99.4,-13.5,10,61.4,4
75560,15560,77,18,69,39.8,37.2,68,62.6,4
75561,15561,13,4,18,69.2,10.4,5,78.8,2
75562,15562,114,49,129,49.1,12.8,17,82.4,4
75563,15563,45,14,41,25.2,-35.2,0,82.2,1
75564,15564,29,10,34,68.0,-9.3,25,80.9,3
75565,15565,226,49,172,79.5,30.7,0,69.6,5
75566,15566,21,5,21,43.7,-9.1,13,86.6,3
75567,15567,106,22,119,100.0,1.2,23,71.7,0
75568,15568,17,10,19,63.4,-27.9,31,94.5,2
75569,15569,63,13,75,60.1,-19.0,24,52.7,7
75570,15570,132,42,97,58.9,19.7,15,74.0,4
75571,15571,30,12,39,60.7,-10.2,0,71.0,3
75572,15572,21,9,16,100.0,32.7,47,80.2,1
75573,15573,89,31,129,74.3,1.1,8,89.9,2
75574,15574,40,14,46,86.3,-8.5,0,82.9,2
75575,15575,31,15,46,43.0,-23.5,17,53.6,2
75576,15576,27,7,23,78.5,10.0,8,60.1,1
75577,15577,20,11,26,79.0,35.0,7,93.6,5
75578,15578,175,50,204,62.4,1.2,0,64.3,1
75579,15579,126,41,172,31.7,5.9,11,97.2,2
75580,15580,133,28,99,60.9,-1.9,34,66.9,4
75581,15581,21,9,21,40.0,12.0,23,87.2,3
75582,15582,71,19,87,67.6,15.0,22,61.4,1
75583,15583,36,18,33,51.6,0.1,26,77.0,3
75584,15584,140,32,200,100.0,-27.1,17,51.7,3
75585,15585,70,25,92,39.4,24.5,41,90.0,1
75586,15586,64,12,64,46.8,-13.0,11,61.3,4
75587,15587,62,12,51,36.8,27.0,40,100.0,3
75588,15588,55,16,68,96.1,-25.1,6,74.2,0
75589,15589,196,42,250,46.2,33.7,23,78.5,2
75590,15590,13,7,12,57.1,-6.5,23,99.2,0
75591,15591,60,13,46,53.0,-11.0,4,97.4,1
75592,15592,30,9,24,80.2,-19.2,39,92.2,4
75593,15593,15,8,21,97.9,4.8,23,94.6,3
75594,15594,139,53,139,89.2,-23.9,42,100.0,4
75595,15595,51,19,68,55.4,26.8,8,85.2,2
75596,15596,26,6,27,26.3,-13.0,8,92.2,2
75597,15597,56,12,73,31.5,15.9,8,76.2,2
75598,15598,36,10,49,66.9,-33.6,9,70.7,4
75599,15599,37,13,36,39.4,39.4,37,100.0,0
75600,15600,56,18,84,60.3,7.5,2,79.0,2
75601,15601,28,7,24,37.6,9.2,17,91.8,0
75602,15602,32,8,37,87.7,5.1,20,74.2,3
75603,15603,9,4,11,31.3,35.9,4,45.2,3
75604,15604,109,31,90,49.5,15.6,21,89.2,0
75605,15605,34,9,25,26.3,0.7,43,79.5,0
75606,15606,108,24,86,39.3,4.2,22,94.0,3
75607,15607,30,9,24,82.5,-33.5,33,68.4,3
75608,15608,126,24,152,70.7,27.9,54,70.6,1
75609,15609,29,7,43,66.3,-12.7,0,77.8,3
75610,15610,66,15,72,43.4,2.9,42,73.6,3
75611,15611,58,15,77,38.0,61.7,7,58.6,3
75612,15612,93,19,73,35.2,-48.7,21,56.6,3
75613,15613,162,55,159,74.5,19.4,4,55.3,2
75614,15614,15,9,12,64.3,-0.2,9,100.0,4
75615,15615,29,15,36,63.4,-30.7,12,65.5,3
75616,15616,35,11,51,100.0,-7.5,23,41.7,1
75617,15617,64,21,62,39.5,-14.4,2,100.0,1
75618,15618,10,3,9,75.1,-15.7,44,100.0,2
75619,15619,73,20,77,35.2,8.6,51,100.0,3
75620,15620,13,4,10,71.1,-11.3,7,80.3,3
75621,15621,27,16,35,100.0,1.8,10,95.4,4
75622,15622,127,27,182,62.4,2.3,38,77.6,3
75623,15623,110,21,85,99.0,-25.4,24,80.9,2
75624,15624,141,37,139,38.7,-7.9,0,65.8,2
75625,15625,54,16,75,66.0,-2.0,6,73.2,1
75626,15626,35,18,29,84.6,4.3,17,80.7,6
75627,15627,36,7,45,80.2,5.1,26,100.0,0
75628,15628,38,13,33,75.1,9.8,0,59.2,2
75629,15629,87,19,112,13.1,5.2,0,84.1,1
75630,15630,18,8,22,85.5,12.5,29,82.9,5
75631,15631,108,21,158,88.8,-3.7,23,88.2,3
75632,15632,48,11,55,67.7,-28.3,27,44.4,1
75633,15633,25,9,27,95.6,-8.7,0,50.8,1
75634,15634,109,24,121,45.1,-11.1,25,62.7,4
75635,15635,33,12,39,92.8,-20.9,41,89.0,4
75636,15636,9,4,13,52.6,-9.0,13,90.7,3
75637,15637,99,21,74,61.3,-13.0,32,73.9,2
75638,15638,63,12,74,47.0,-6.3,2,69.3,1
75639,15639,24,14,27,32.2,-15.2,0,68.1,3
75640,15640,17,9,25,53.7,-19.6,0,84.2,1
75641,15641,40,8,53,53.3,-28.4,47,82.9,1
75642,15642,196,37,274,65.6,10.8,9,53.5,3
75643,15643,26,6,20,47.6,14.6,43,49.0,3
75644,15644,19,6,26,66.0,13.7,4,76.6,2
75645,15645,18,5,23,65.4,30.1,17,66.7,0
75646,15646,33,11,36,80.6,-31.7,30,98.3,3
75647,15647,47,9,45,91.5,18.6,40,76.6,2
75648,15648,135,32,133,68.6,4.4,28,100.0,4
75649,15649,74,14,90,65.6,-24.5,8,81.2,5
75650,15650,51,10,40,80.6,0.9,0,97.7,0
75651,15651,110,26,98,72.2,0.9,35,100.0,5
75652,15652,27,11,33,77.0,0.6,9,98.5,4
75653,15653,23,7,22,52.0,6.8,13,80.4,2
75654,15654,88,21,117,40.6,-10.4,17,82.0,4
75655,15655,61,18,79,94.0,11.4,0,61.4,0
75656,15656,43,13,47,51.4,0.0,0,90.1,6
75657,15657,38,12,51,83.9,40.6,20,80.9,5
75658,15658,60,27,50,53.4,34.0,39,87.9,1
75659,15659,70,23,95,18.7,-6.5,9,98.0,3
75660,15660,49,9,42,57.6,-12.1,11,69.7,1
75661,15661,35,14,44,54.7,-20.0,46,83.4,3
75662,15662,36,13,45,68.4,-12.4,33,71.4,0
75663,15663,134,25,159,54.5,-21.1,26,75.3,1
75664,15664,78,22,89,63.5,-14.7,17,74.0,5
75665,15665,106,23,149,75.0,-45.0,0,64.8,6
75666,15666,47,19,58,90.8,12.8,0,80.2,4
75667,15667,280,90,275,50.7,-49.3,29,53.1,1
75668,15668,72,18,96,77.6,-22.8,28,100.0,2
75669,15669,30,12,26,48.0,-3.4,0,47.7,3
75670,15670,64,21,62,81.6,-0.9,0,74.3,1
75671,15671,109,32,144,72.3,31.7,21,100.0,3
75672,15672,15,3,22,58.7,25.4,28,96.7,1
75673,15673,102,24,146,90.9,22.6,17,99.4,4
75674,15674,41,8,39,8.0,18.4,23,77.4,5
75675,15675,209,39,288,51.6,-11.8,8,74.6,3
75676,15676,37,11,42,20.8,40.1,31,80.4,6
75677,15677,143,45,150,23.6,3.4,22,61.9,2
75678,15678,34,9,38,68.2,-36.9,10,53.5,1
75679,15679,46,9,58,39.2,-43.1,55,78.2,2
75680,15680,13,8,14,79.0,1.1,22,53.2,1
75681,15681,39,16,29,83.5,-7.0,15,78.2,3
75682,15682,49,10,36,78.8,-51.1,19,53.1,4
75683,15683,47,13,51,28.9,20.1,11,98.0,4
75684,15684,150,31,158,63.8,15.9,33,50.2,2
75685,15685,53,13,71,60.1,11.0,11,100.0,4
75686,15686,33,7,29,66.5,-14.8,15,76.4,7
75687,15687,35,11,41,85.3,25.9,0,58.4,1
75688,15688,74,48,89,69.9,23.0,48,60.1,1
75689,15689,13,3,11,28.6,-36.2,2,68.1,1
75690,15690,84,24,71,60.8,8.4,2,85.7,1
75691,15691,43,8,55,69.3,29.3,23,80.6,2
75692,15692,28,14,25,67.8,-18.4,37,73.8,1
75693,15693,48,12,43,57.2,9.2,41,54.4,1
75694,15694,49,18,44,82.0,33.4,1,80.5,5
75695,15695,46,13,57,71.2,14.4,35,56.0,5
75696,15696,34,19,42,51.2,0.6,27,87.3,1
75697,15697,64,13,94,18.0,11.7,33,94.0,2
75698,15698,30,6,32,64.2,32.0,39,91.3,1
75699,15699,153,44,133,65.7,-9.8,26,100.0,2
75700,15700,15,8,16,82.4,19.5,61,56.3,2
75701,15701,38,10,42,33.7,15.8,12,85.8,2
75702,15702,42,16,36,36.0,2.6,0,100.0,3
75703,15703,35,22,46,82.8,-18.4,7,100.0,4
75704,15704,82,17,64,69.0,-10.5,19,88.1,2
75705,15705,58,29,42,62.8,26.7,15,100.0,3
75706,15706,94,18,78,43.5,24.3,50,67.1,6
75707,15707,83,20,60,68.0,-11.6,18,53.3,3
75708,15708,41,20,32,92.7,-3.7,28,80.1,2
75709,15709,18,7,14,41.6,-11.5,1,77.3,1
75710,15710,168,31,210,39.2,2.5,15,77.7,10
75711,15711,57,14,73,7.0,-12.2,30,97.2,1
75712,15712,123,36,118,69.8,-8.0,17,68.4,3
75713,15713,85,16,73,57.3,33.6,0,80.1,5
75714,15714,37,23,49,48.0,0.6,15,73.7,3
75715,15715,30,10,25,84.6,-39.9,0,75.2,4
75716,15716,76,16,77,66.6,-46.8,0,48.0,1
75717,15717,101,19,117,40.3,17.1,19,66.6,1
75718,15718,65,14,74,47.3,22.0,0,84.5,4
75719,15719,89,22,93,47.2,38.4,0,100.0,2
75720,15720,22,11,25,27.2,11.2,24,52.6,2
75721,15721,55,15,68,84.4,-33.0,26,78.2,3
75722,15722,76,20,68,67.8,-27.4,22,100.0,4
75723,15723,135,28,137,71.4,28.6,13,59.8,4
75724,15724,79,19,99,47.2,21.9,13,75.2,2
75725,15725,73,15,58,75.6,-9.7,40,69.2,2
75726,15726,31,8,30,84.7,4.0,11,80.0,0
75727,15727,47,23,34,65.6,-21.8,5,77.4,1
75728,15728,81,18,70,75.1,-25.0,56,61.2,5
75729,15729,32,8,33,42.1,-30.9,54,63.8,1
75730,15730,67,23,61,100.0,-1.5,0,82.1,3
75731,15731,119,25,158,75.3,-2.2,31,98.9,1
75732,15732,81,16,83,95.6,-5.6,8,80.7,1
75733,15733,89,20,85,73.8,7.5,33,91.7,5
75734,15734,31,9,45,55.9,-23.0,0,79.8,1
75735,15735,44,16,53,55.2,11.0,16,78.8,2
75736,15736,31,13,39,54.8,8.1,10,61.7,3
75737,15737,58,12,81,61.4,12.3,6,92.3,2
75738,15738,29,7,27,67.3,4.9,24,63.9,3
75739,15739,28,7,32,73.9,-21.0,5,55.9,1
75740,15740,23,10,24,63.6,-4.8,33,79.8,4
75741,15741,56,15,52,30.3,25.6,14,69.4,1
75742,15742,98,18,69,33.7,8.7,33,100.0,2
75743,15743,112,34,91,64.0,-6.5,27,100.0,1
75744,15744,122,33,165,48.3,13.3,43,70.3,5
75745,15745,65,13,53,100.0,-4.9,0,80.6,2
75746,15746,110,22,157,79.9,-16.0,0,72.7,3
75747,15747,55,31,50,66.7,-20.0,10,74.5,4
75748,15748,153,30,164,40.6,-3.9,28,95.3,1
75749,15749,177,43,246,61.4,-24.1,28,75.8,1
75750,15750,46,16,45,54.9,-53.6,31,56.9,4
75751,15751,41,9,36,33.3,-19.3,7,80.6,2
75752,15752,148,43,107,89.0,9.0,10,91.3,1
75753,15753,30,8,44,54.0,-22.7,22,66.3,2
75754,15754,117,29,120,69.2,-15.5,24,70.2,1
75755,15755,132,28,186,44.8,-45.1,3,78.7,5
75756,15756,54,16,57,76.2,6.5,0,70.3,2
75757,15757,23,9,32,56.9,13.8,27,53.9,3
75758,15758,87,22,68,54.7,12.7,20,58.4,4
75759,15759,65,12,68,47.6,5.1,0,47.0,0
75760,15760,25,13,26,58.0,-4.8,0,63.9,2
75761,15761,21,14,31,46.3,2.9,28,78.5,0
75762,15762,12,4,13,64.5,-21.9,24,100.0,4
75763,15763,140,38,110,72.7,35.5,34,52.1,3
75764,15764,32,9,46,68.4,33.0,9,100.0,1
75765,15765,30,11,44,38.8,48.2,7,67.7,2
75766,15766,199,38,204,45.1,1.6,50,71.1,1
75767,15767,27,11,36,71.6,-25.4,15,70.7,2
75768,15768,38,19,29,76.7,5.3,39,22.4,2
75769,15769,12,5,12,52.2,23.1,19,84.6,3
75770,15770,17,9,19,57.5,-1.3,19,96.8,2
75771,15771,254,52,355,55.9,5.5,42,82.0,3
75772,15772,75,24,59,70.9,-26.1,34,85.0,3
75773,15773,19,4,19,46.5,9.0,31,49.1,1
75774,15774,85,21,94,71.6,20.5,28,95.6,2
75775,15775,48,14,59,66.6,3.7,31,98.8,1
75776,15776,23,12,18,57.5,-32.1,13,57.9,2
75777,15777,21,13,19,66.7,-5.4,23,70.0,1
75778,15778,60,16,44,63.5,1.8,25,61.0,2
75779,15779,44,19,36,50.6,30.6,22,86.4,0
75780,15780,10,3,11,49.1,14.4,23,80.7,3
75781,15781,42,8,37,67.5,-44.4,12,67.8,5
75782,15782,51,25,55,60.9,39.9,6,100.0,2
75783,15783,177,41,236,66.4,-11.6,16,89.1,0
75784,15784,28,12,28,51.9,1.2,12,44.4,0
75785,15785,27,11,35,66.7,-24.6,5,59.9,3
75786,15786,182,45,239,65.7,-4.9,32,70.4,1
75787,15787,20,10,23,90.0,14.1,48,88.2,5
75788,15788,149,49,137,39.5,9.0,31,81.7,1
75789,15789,100,33,134,66.0,-6.9,16,75.5,6
75790,15790,27,8,27,68.8,42.5,8,48.5,3
75791,15791,50,18,59,88.8,-2.5,33,75.3,1
75792,15792,54,21,59,76.8,-16.6,22,80.0,5
75793,15793,46,10,55,86.8,-1.6,26,92.1,3
75794,15794,45,25,62,44.0,2.3,4,92.8,1
75795,15795,20,4,20,74.6,-14.8,26,96.3,4
75796,15796,155,32,222,87.7,23.1,0,100.0,2
75797,15797,21,4,17,46.9,4.2,27,100.0,3
75798,15798,71,29,65,59.0,8.5,3,75.2,3
75799,15799,331,64,475,80.8,-10.6,28,48.7,2
75800,15800,86,26,65,53.2,-1.9,9,80.4,5
75801,15801,72,17,77,71.8,6.7,32,33.3,0
75802,15802,15,3,14,59.6,-10.5,27,76.7,1
75803,15803,23,13,31,82.6,4.3,36,46.0,3
75804,15804,20,12,15,63.2,14.3,38,60.1,1
75805,15805,25,11,20,53.0,-15.4,13,43.0,2
75806,15806,34,9,28,74.2,-17.9,39,73.6,2
75807,15807,46,10,44,42.6,-37.4,4,93.0,2
75808,15808,18,4,25,49.3,-34.9,33,84.8,2
75809,15809,56,11,78,53.0,-14.3,0,86.6,2
75810,15810,56,15,48,50.9,-15.4,0,81.4,1
75811,15811,34,9,38,44.5,7.5,54,62.3,6
75812,15812,83,46,102,78.5,18.6,23,82.7,2
75813,15813,59,13,61,50.5,-36.1,0,88.0,1
75814,15814,51,15,74,62.0,-22.5,40,69.7,3
75815,15815,21,9,24,46.3,-30.4,31,50.1,4
75816,15816,20,10,21,71.3,-29.5,1,64.4,4
75817,15817,30,6,36,60.2,-8.3,24,78.9,2
75818,15818,69,18,94,63.3,44.3,29,53.4,2
75819,15819,199,50,181,50.3,10.0,7,82.8,3
75820,15820,39,16,56,67.5,9.3,7,84.3,2
75821,15821,118,32,113,76.4,-20.6,0,78.1,4
75822,15822,38,18,46,39.3,29.4,9,75.1,2
75823,15823,102,32,130,84.9,2.2,0,91.6,3
75824,15824,79,32,112,49.9,-49.6,8,100.0,7
75825,15825,24,11,29,30.3,0.6,30,84.9,3
75826,15826,94,20,136,75.9,9.3,38,90.6,2
75827,15827,46,11,58,51.5,-13.3,33,81.6,1
75828,15828,66,14,88,27.4,-6.8,24,87.6,0
75829,15829,58,12,77,59.9,10.3,6,70.4,2
75830,15830,76,25,90,59.3,65.5,10,87.2,2
75831,15831,113,25,160,42.9,-26.7,34,48.3,4
75832,15832,62,14,60,63.6,-60.5,19,65.2,3
75833,15833,37,15,32,76.7,-13.3,0,100.0,3
75834,15834,51,12,43,57.6,-26.5,5,86.0,2
75835,15835,151,29,169,100.0,-13.9,0,67.6,4
75836,15836,34,8,49,49.6,-0.5,21,100.0,3
75837,15837,37,13,43,71.3,9.7,7,41.0,2
75838,15838,56,13,78,53.9,-30.7,36,92.4,1
75839,15839,54,14,44,71.0,-6.2,18,73.7,1
75840,15840,52,11,66,64.0,16.7,16,64.5,2
75841,15841,36,14,54,74.3,-8.0,30,91.7,4
75842,15842,49,23,56,32.2,-10.8,29,66.1,3
75843,15843,36,11,48,80.7,-14.1,31,93.6,1
75844,15844,28,7,31,66.2,12.2,17,95.8,2
75845,15845,17,9,24,47.8,5.0,19,87.6,1
75846,15846,38,15,45,72.2,12.2,8,75.6,2
75847,15847,30,14,26,42.1,37.7,9,79.5,4
75848,15848,73,16,65,100.0,-42.9,20,86.2,2
75849,15849,30,7,30,49.6,36.6,44,89.6,2
75850,15850,12,3,18,63.6,-14.9,0,85.8,1
75851,15851,47,14,56,47.6,-8.2,0,100.0,2
75852,15852,161,49,175,67.0,-9.2,0,38.1,2
75853,15853,79,22,79,70.9,-3.5,17,84.2,6
75854,15854,105,22,147,65.5,33.1,14,81.9,0
75855,15855,31,8,29,56.3,-8.4,0,86.6,0
75856,15856,153,34,165,100.0,16.4,0,61.1,1
75857,15857,5,2,4,84.9,17.4,24,78.4,2
75858,15858,55,16,55,86.9,-4.6,8,79.6,1
75859,15859,48,12,67,90.8,4.8,50,87.5,2
75860,15860,88,32,67,64.5,-44.3,19,79.3,2
75861,15861,57,16,42,58.0,-24.2,7,90.9,3
75862,15862,24,5,25,76.9,-18.8,16,100.0,2
75863,15863,33,18,41,66.1,-13.0,10,92.9,0
75864,15864,52,11,38,65.3,-33.9,4,100.0,2
75865,15865,23,6,25,64.5,20.1,0,66.9,2
75866,15866,19,6,14,71.6,9.6,24,97.4,2
75867,15867,60,16,74,59.2,3.7,31,93.0,3
75868,15868,63,16,80,49.2,10.5,56,84.1,0
75869,15869,51,11,72,72.7,-13.7,5,65.9,2
75870,15870,108,23,157,48.9,32.3,23,42.7,2
75871,15871,40,9,53,66.6,-13.3,15,86.1,2
75872,15872,14,9,16,26.2,21.5,29,66.4,4
75873,15873,60,16,52,63.8,41.6,24,61.0,2
75874,15874,106,33,133,80.0,13.4,40,47.7,0
75875,15875,80,21,119,58.4,-4.6,0,65.9,2
75876,15876,43,11,60,59.6,2.8,4,93.6,2
75877,15877,115,29,135,32.5,11.9,19,78.6,5
75878,15878,55,19,79,81.1,-14.9,25,73.3,3
75879,15879,46,14,46,100.0,13.5,39,69.0,1
75880,15880,44,28,51,39.7,28.0,4,92.3,6
75881,15881,16,3,18,53.4,-34.8,0,100.0,2
75882,15882,229,42,255,49.3,-24.5,40,50.2,9
75883,15883,22,7,33,66.0,3.1,12,76.8,1
75884,15884,73,23,65,59.3,8.8,7,27.9,3
75885,15885,30,9,22,95.5,-14.9,15,95.0,0
75886,15886,45,17,32,73.6,19.7,26,91.9,2
75887,15887,52,16,45,70.2,-10.8,22,54.3,7
75888,15888,59,20,68,66.5,-8.6,11,26.8,3
75889,15889,25,16,33,42.8,-44.9,7,85.7,3
75890,15890,28,14,25,23.6,-10.1,35,76.5,0
75891,15891,36,20,30,47.9,30.9,10,96.3,0
75892,15892,44,18,45,40.4,13.1,24,82.5,3
75893,15893,15,8,19,66.8,5.4,42,84.6,1
75894,15894,24,10,21,42.4,11.0,42,77.5,1
75895,15895,26,17,31,9.1,-3.0,0,100.0,2
75896,15896,60,11,65,43.0,-6.9,23,55.2,2
75897,15897,29,15,23,100.0,2.0,0,96.1,5
75898,15898,34,7,35,89.0,16.6,20,67.4,4
75899,15899,55,29,51,51.2,45.7,35,53.5,3
75900,15900,49,18,56,92.9,16.8,12,96.3,1
75901,15901,68,13,85,50.9,22.0,4,77.9,3
75902,15902,22,8,32,52.3,-25.8,3,81.0,5
75903,15903,29,7,36,67.9,-12.1,0,76.4,3
75904,15904,44,16,34,29.1,18.4,11,86.9,4
75905,15905,53,10,62,100.0,-5.4,15,90.5,1
75906,15906,9,6,12,67.3,9.0,60,87.8,3
75907,15907,55,22,59,55.6,10.5,29,86.4,3
75908,15908,158,50,186,67.7,3.6,27,77.6,0
75909,15909,43,9,44,77.4,31.6,0,80.7,3
75910,15910,27,7,22,62.7,-33.0,36,100.0,2
75911,15911,142,28,126,70.2,35.0,25,89.9,1
75912,15912,55,11,61,51.6,-8.8,62,88.5,2
75913,15913,133,25,170,52.7,-4.1,0,41.9,1
75914,15914,47,21,53,59.0,27.4,0,89.8,3
75915,15915,70,22,80,57.1,-4.9,25,85.3,3
75916,15916,26,8,27,74.4,40.4,36,44.8,3
75917,15917,66,33,58,51.2,21.2,43,73.2,1
75918,15918,53,10,52,56.6,7.9,34,69.0,2
75919,15919,68,23,57,79.2,24.7,18,100.0,3
75920,15920,20,5,25,44.7,8.1,22,66.8,2
75921,15921,27,7,33,33.1,-1.0,7,73.5,1
75922,15922,39,16,50,50.6,-32.6,60,63.5,3
75923,15923,34,9,27,30.3,4.8,41,100.0,1
75924,15924,25,10,25,36.0,-3.0,0,48.4,2
75925,15925,26,10,33,54.1,18.7,31,59.3,2
75926,15926,93,25,126,56.5,9.4,49,71.8,2
