customer_id,company_size,industry,country,plan,contract_type,monthly_recurring_revenue,discount_percentage,monthly_logins,active_users,monthly_sessions,feature_adoption_rate,usage_change_pct,days_since_last_login,onboarding_completion,number_of_integrations,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score,churn,churn_date,churn_reason
14048,Medium,Retail,USA,Professional,Monthly,338.31,9.70,32,9,23,84.40,-11.80,10,94.00,1,1,0,11.80,8.60,100,0,NULL,"Not Churned"
14049,Large,Finance,USA,Business,Annual,975.04,6.60,135,26,174,61.80,4.50,24,79.50,2,2,1,16.70,7.60,46,0,NULL,"Not Churned"
14050,Small,Manufacturing,USA,Professional,Quarterly,391.09,10.60,14,9,19,85.20,-20.20,12,73.30,2,3,2,22.70,5.10,34,0,NULL,"Not Churned"
14051,Enterprise,Finance,India,Business,Monthly,852.04,3.10,119,50,146,74.10,-37.80,0,90.00,2,1,0,2.00,5.90,23,0,NULL,"Not Churned"
14052,Medium,Manufacturing,India,Professional,Annual,320.54,10.90,35,10,42,52.90,26.00,24,47.80,6,1,0,29.00,7.00,48,1,2028-08-30,"Contract Expired"
14053,Large,Retail,Singapore,Professional,Quarterly,303.47,9.30,83,40,118,57.00,12.10,22,85.70,2,2,0,23.30,6.10,11,0,NULL,"Not Churned"
14054,Medium,Healthcare,Singapore,Enterprise,Quarterly,2346.28,12.10,52,22,73,33.40,6.60,13,89.70,1,5,1,53.90,4.70,-4,0,NULL,"Not Churned"
14055,Large,Media,USA,Professional,Quarterly,384.08,0.00,126,37,98,92.10,-40.10,29,83.70,2,3,2,19.60,7.60,55,0,NULL,"Not Churned"
14056,Small,"Professional Services",Singapore,Business,Quarterly,902.83,10.30,114,25,98,51.30,15.00,0,54.10,1,1,0,13.70,8.10,65,0,NULL,"Not Churned"
14057,Large,Finance,Canada,Starter,Annual,123.05,14.10,121,26,147,83.30,-10.70,7,68.60,1,4,0,45.90,7.20,35,0,NULL,"Not Churned"
14058,Small,Manufacturing,India,Starter,Quarterly,142.86,9.70,67,17,51,76.80,-12.70,0,65.80,0,2,0,27.60,8.50,64,0,NULL,"Not Churned"
14059,Large,Finance,India,Professional,Quarterly,300.52,16.20,46,9,52,46.20,26.50,4,100.00,2,1,0,15.20,9.40,100,0,NULL,"Not Churned"
14060,Enterprise,Healthcare,Singapore,Professional,Monthly,418.58,3.20,96,24,78,63.80,1.00,36,52.40,3,0,0,19.40,6.40,31,1,2023-11-29,"Poor User Experience"
14061,Small,"Professional Services",Canada,Professional,Quarterly,331.35,4.90,30,19,44,31.90,-0.80,7,43.30,2,2,1,41.50,8.50,56,0,NULL,"Not Churned"
14062,Small,Technology,Germany,Starter,Annual,118.09,14.20,46,13,47,73.70,20.50,20,84.90,5,6,1,6.40,6.70,37,0,NULL,"Not Churned"
14063,Large,Manufacturing,Germany,Business,Monthly,946.38,15.90,54,10,48,42.30,-3.30,0,88.00,1,8,1,49.20,4.00,-5,0,NULL,"Not Churned"
14064,Small,Media,USA,Starter,Monthly,111.54,19.20,62,15,81,58.60,-27.80,0,91.60,0,2,1,36.50,7.60,53,0,NULL,"Not Churned"
14065,Large,Technology,India,Enterprise,Monthly,2416.58,11.40,85,20,73,56.60,-23.50,0,82.70,0,5,2,40.80,6.50,32,1,2025-09-22,"High Price"
14066,Small,Retail,India,Professional,Monthly,338.24,0.00,20,10,28,33.90,-31.50,20,35.50,0,1,0,27.10,9.70,93,1,2025-10-07,"Missing Features"
14067,Small,"Professional Services",India,Starter,Annual,141.50,18.10,29,10,39,42.20,16.30,17,100.00,4,1,0,31.50,8.40,49,0,NULL,"Not Churned"
14068,Enterprise,Education,India,Starter,Monthly,109.21,12.20,83,17,75,89.00,0.90,2,72.80,1,2,0,29.50,8.60,55,0,NULL,"Not Churned"
14069,Medium,Finance,USA,Enterprise,Monthly,2587.47,11.40,72,37,70,94.60,-61.80,15,95.00,1,2,0,2.00,8.20,61,0,NULL,"Not Churned"
14070,Large,Manufacturing,India,Professional,Annual,394.41,20.90,58,12,42,37.80,-11.10,8,63.10,2,2,0,29.40,8.10,40,1,2022-08-03,"Business Closure"
14071,Small,Media,India,Professional,Monthly,318.35,15.10,53,14,50,57.20,-19.80,0,76.40,2,3,1,2.00,7.30,49,1,2029-05-27,"Business Closure"
14072,Medium,Finance,USA,Professional,Monthly,344.98,16.10,31,10,26,58.40,8.60,3,76.10,3,0,0,25.30,6.30,29,1,2025-05-10,"Poor User Experience"
14073,Medium,Retail,USA,Enterprise,Monthly,1950.31,0.00,178,34,130,55.10,39.30,0,91.50,5,1,0,8.30,8.60,61,0,NULL,"Not Churned"
14074,Medium,Retail,USA,Professional,Annual,370.97,6.60,18,11,26,76.50,-3.40,18,70.60,2,1,1,13.60,7.50,61,0,NULL,"Not Churned"
14075,Medium,Finance,USA,Starter,Monthly,142.34,16.90,115,22,167,85.40,32.60,5,79.70,3,5,1,23.80,4.30,-6,1,2028-09-13,"Poor User Experience"
14076,Medium,Manufacturing,Canada,Professional,Monthly,307.21,9.60,90,18,108,51.50,12.00,0,90.30,4,6,1,32.90,7.40,61,1,2029-06-19,Competitor
14077,Medium,Media,Singapore,Professional,Monthly,329.12,13.50,114,21,122,73.40,-3.40,18,60.30,4,3,1,2.00,6.70,27,0,NULL,"Not Churned"
14078,Small,"Professional Services",India,Starter,Annual,133.72,11.50,48,15,52,52.90,21.60,62,90.00,1,2,1,2.00,7.50,41,0,NULL,"Not Churned"
14079,Large,Healthcare,India,Professional,Annual,353.64,17.00,60,18,72,86.10,-14.60,22,92.80,1,2,1,13.30,5.90,19,1,2025-08-11,"Business Closure"
14080,Small,"Professional Services",Germany,Professional,Monthly,339.02,1.10,48,11,43,74.80,34.60,28,90.30,3,2,0,31.80,7.30,36,1,2027-07-08,"Business Closure"
14081,Medium,Healthcare,UK,Business,Annual,901.35,0.00,27,14,34,46.90,-4.10,0,64.30,6,4,1,50.00,4.00,-22,0,NULL,"Not Churned"
14082,Small,Media,Australia,Enterprise,Monthly,2096.36,8.50,45,18,32,62.50,23.30,0,100.00,4,0,0,2.00,7.60,31,0,NULL,"Not Churned"
14083,Medium,Education,India,Professional,Monthly,337.79,12.60,88,27,108,45.50,23.90,15,97.50,3,5,1,15.60,5.60,23,0,NULL,"Not Churned"
14084,Large,"Professional Services",Germany,Professional,Monthly,396.25,6.40,74,17,83,83.70,-47.90,3,52.50,4,0,0,33.80,8.60,53,0,NULL,"Not Churned"
14085,Small,Media,Singapore,Starter,Quarterly,118.45,9.60,28,8,35,47.10,-23.80,17,90.90,3,1,0,15.50,9.30,80,0,NULL,"Not Churned"
14086,Small,Finance,Canada,Business,Quarterly,930.92,0.40,10,4,12,67.10,10.40,31,100.00,4,3,2,54.00,4.40,3,1,2030-08-09,"Poor User Experience"
14087,Small,Finance,India,Starter,Annual,108.33,1.00,80,30,72,44.60,29.20,16,79.50,4,3,0,34.30,6.60,2,0,NULL,"Not Churned"
14088,Medium,Manufacturing,Germany,Enterprise,Quarterly,2177.09,5.10,49,11,55,71.30,15.90,51,67.00,1,4,0,6.10,7.70,32,1,2025-03-13,"Business Closure"
14089,Large,Finance,Australia,Professional,Annual,365.11,16.00,80,17,98,52.40,-19.50,0,58.20,0,3,0,41.60,8.20,56,0,NULL,"Not Churned"
14090,Small,Manufacturing,Australia,Professional,Monthly,330.24,13.00,26,8,19,40.80,-29.20,14,63.50,6,2,0,20.10,6.30,33,1,2024-09-04,"Low Product Usage"
14091,Large,Media,India,Professional,Annual,349.15,15.00,107,47,158,58.90,-2.40,13,58.10,4,2,1,9.40,7.20,64,0,NULL,"Not Churned"
14092,Small,Finance,Australia,Enterprise,Monthly,2455.06,16.30,23,6,23,72.10,3.60,21,97.40,2,0,0,33.30,7.10,41,0,NULL,"Not Churned"
14093,Medium,Retail,India,Enterprise,Monthly,1994.36,26.90,47,15,43,39.70,30.70,20,65.50,4,2,1,26.10,5.30,13,1,2026-02-16,"High Price"
14094,Enterprise,Technology,India,Enterprise,Monthly,2255.58,0.00,199,49,253,43.00,-18.40,0,100.00,1,4,0,19.70,6.00,22,1,2024-11-24,Competitor
14095,Small,Media,UK,Business,Monthly,800.38,4.00,106,22,141,72.30,0.60,0,74.60,2,5,3,76.60,3.90,7,0,NULL,"Not Churned"
14096,Medium,Finance,USA,Starter,Annual,119.23,19.30,58,16,60,66.80,-30.90,2,50.30,2,1,0,38.20,7.20,43,0,NULL,"Not Churned"
14097,Small,Technology,Canada,Professional,Monthly,343.48,8.70,56,11,66,94.90,-0.40,0,66.90,2,3,0,31.70,6.70,29,0,NULL,"Not Churned"
14098,Small,Healthcare,UK,Starter,Monthly,129.52,13.40,21,7,19,25.80,0.20,27,70.60,7,7,3,36.60,4.80,-11,1,2024-11-17,"Contract Expired"
14099,Small,Education,India,Business,Monthly,950.73,1.60,55,16,69,65.60,9.40,14,77.10,4,6,1,36.40,7.40,34,0,NULL,"Not Churned"
14100,Small,"Professional Services",Canada,Professional,Annual,358.72,12.10,72,19,79,89.30,-33.60,7,84.70,4,2,0,21.80,7.80,66,0,NULL,"Not Churned"
14101,Medium,"Professional Services",Singapore,Professional,Quarterly,317.91,17.30,22,5,18,87.10,16.70,52,84.20,2,3,0,31.60,7.10,35,0,NULL,"Not Churned"
14102,Medium,Media,India,Starter,Monthly,138.48,9.10,43,12,58,79.70,-12.80,12,64.80,3,0,0,57.00,8.10,60,0,NULL,"Not Churned"
14103,Medium,Healthcare,UK,Business,Annual,777.90,13.00,71,15,101,56.10,6.70,0,73.90,1,2,1,24.90,9.40,72,0,NULL,"Not Churned"
14104,Small,Finance,USA,Enterprise,Annual,2315.41,12.10,116,27,113,72.70,44.80,46,54.30,1,2,1,25.60,8.00,63,0,NULL,"Not Churned"
14105,Small,"Professional Services",USA,Business,Annual,879.37,15.70,35,12,35,58.10,9.40,1,63.50,6,1,0,12.70,7.90,62,0,NULL,"Not Churned"
14106,Medium,Manufacturing,USA,Business,Quarterly,807.78,3.80,32,8,42,22.90,-19.00,48,96.40,3,4,1,9.60,7.20,55,1,2025-05-16,"Poor User Experience"
14107,Enterprise,Healthcare,USA,Professional,Monthly,414.24,0.00,64,23,89,48.70,-3.60,0,69.00,5,2,0,19.90,6.50,40,0,NULL,"Not Churned"
14108,Small,Retail,India,Starter,Annual,130.42,12.80,70,16,78,73.10,-15.80,16,92.10,0,4,1,24.00,6.10,-3,0,NULL,"Not Churned"
14109,Large,Technology,Singapore,Enterprise,Annual,2231.89,16.20,62,15,86,77.30,21.00,16,66.70,5,3,1,25.40,7.70,40,0,NULL,"Not Churned"
14110,Medium,Manufacturing,Canada,Starter,Annual,120.63,23.30,49,22,35,70.50,-26.90,1,59.30,1,3,0,29.80,8.80,81,0,NULL,"Not Churned"
14111,Medium,"Professional Services",UK,Starter,Quarterly,105.88,10.70,86,20,72,41.80,25.70,26,82.30,3,3,2,10.20,4.50,-22,0,NULL,"Not Churned"
14112,Medium,Manufacturing,USA,Starter,Quarterly,134.79,4.80,18,9,25,64.90,17.30,32,73.00,3,0,0,10.80,7.80,46,1,2029-04-22,"Business Closure"
14113,Small,Finance,UK,Professional,Annual,307.75,9.00,19,10,24,72.10,-15.20,9,90.60,4,4,1,6.70,4.20,-17,0,NULL,"Not Churned"
14114,Small,Retail,USA,Professional,Annual,322.09,9.80,53,13,64,32.90,15.70,33,100.00,2,1,0,26.00,7.10,65,1,2026-07-15,"Poor User Experience"
14115,Medium,Technology,USA,Starter,Monthly,108.91,8.40,51,18,62,85.80,-27.20,5,93.40,3,2,1,28.20,7.00,36,0,NULL,"Not Churned"
14116,Small,Retail,USA,Enterprise,Quarterly,1922.48,12.70,26,12,21,76.10,13.80,42,73.60,4,4,1,37.20,6.30,20,0,NULL,"Not Churned"
14117,Enterprise,Healthcare,USA,Enterprise,Monthly,2508.78,25.10,49,9,68,60.90,-18.80,0,84.30,1,4,1,10.50,5.50,13,0,NULL,"Not Churned"
14118,Medium,Finance,India,Starter,Annual,140.06,19.00,30,6,23,56.20,58.00,0,72.40,2,2,0,24.30,7.50,48,0,NULL,"Not Churned"
14119,Small,Manufacturing,UK,Business,Monthly,908.59,0.00,20,9,17,35.10,-14.30,18,75.20,2,1,1,2.00,7.20,24,1,2023-07-29,"Contract Expired"
14120,Large,Manufacturing,Germany,Business,Annual,983.63,9.90,116,22,150,73.10,23.30,11,41.80,3,3,1,2.70,6.20,1,0,NULL,"Not Churned"
14121,Small,Healthcare,India,Professional,Monthly,380.20,0.00,63,16,56,49.10,-2.30,0,76.10,2,0,0,11.70,8.60,68,0,NULL,"Not Churned"
14122,Medium,Manufacturing,India,Starter,Monthly,130.77,5.00,39,11,52,54.90,-8.20,0,41.50,4,2,0,38.50,7.00,37,0,NULL,"Not Churned"
14123,Medium,Education,India,Starter,Monthly,139.36,4.30,67,23,86,60.70,-4.00,3,80.80,3,5,1,29.70,4.70,25,1,2025-01-16,"Business Closure"
14124,Enterprise,Finance,Singapore,Business,Annual,749.85,9.10,125,45,162,5.00,26.30,16,82.50,3,5,1,34.90,6.00,28,0,NULL,"Not Churned"
14125,Large,Healthcare,Germany,Professional,Quarterly,304.20,8.80,46,24,48,72.90,-12.50,8,89.30,2,0,0,18.50,6.90,27,0,NULL,"Not Churned"
14126,Medium,Finance,UK,Business,Monthly,738.44,8.90,24,11,28,100.00,16.00,16,64.00,7,5,3,2.00,3.50,-38,0,NULL,"Not Churned"
14127,Medium,Technology,Singapore,Business,Monthly,846.83,22.00,33,13,35,73.80,-18.10,2,50.00,2,2,0,8.30,8.60,72,1,2026-09-22,Competitor
14128,Enterprise,Finance,USA,Professional,Monthly,413.43,17.30,40,9,52,54.80,-19.60,24,89.30,5,2,1,59.50,7.20,30,0,NULL,"Not Churned"
14129,Small,Finance,Singapore,Starter,Monthly,138.54,8.50,75,14,60,87.50,7.00,25,74.90,5,4,4,38.70,5.30,25,0,NULL,"Not Churned"
14130,Small,Technology,USA,Starter,Quarterly,134.84,12.60,44,13,47,41.60,36.70,19,77.50,4,1,0,2.00,8.50,68,0,NULL,"Not Churned"
14131,Small,Healthcare,India,Starter,Monthly,118.96,21.20,30,10,40,49.90,-18.90,0,62.90,0,2,2,24.70,7.80,60,1,2029-07-24,"Contract Expired"
14132,Small,Finance,Canada,Starter,Quarterly,136.62,0.30,25,5,22,68.60,32.30,28,100.00,1,6,2,31.80,4.80,1,1,2029-03-28,Competitor
14133,Medium,Retail,USA,Starter,Monthly,111.18,9.40,55,13,58,13.30,-28.20,10,100.00,2,2,1,39.80,6.50,29,0,NULL,"Not Churned"
14134,Medium,Finance,Canada,Business,Annual,896.64,12.50,40,16,37,81.10,-58.10,16,64.50,1,0,0,18.30,8.30,50,0,NULL,"Not Churned"
14135,Medium,Healthcare,USA,Starter,Monthly,133.33,4.30,77,21,81,56.70,-41.00,14,85.50,0,1,0,40.90,7.60,60,1,2026-12-20,"Business Closure"
14136,Small,Media,UK,Professional,Monthly,308.82,0.00,30,6,22,80.80,-0.80,47,65.50,1,2,2,31.60,6.10,10,1,2027-07-20,"Poor User Experience"
14137,Large,Manufacturing,USA,Starter,Annual,138.71,6.20,108,26,117,68.20,9.30,0,67.60,1,5,1,38.10,6.70,33,0,NULL,"Not Churned"
14138,Small,"Professional Services",India,Professional,Monthly,386.60,8.20,30,10,31,72.90,42.80,14,56.40,5,1,0,16.70,7.90,67,0,NULL,"Not Churned"
14139,Medium,Technology,Singapore,Business,Monthly,881.15,16.90,61,19,88,87.30,-17.50,18,55.30,4,2,2,4.30,6.30,51,1,2023-06-09,"Business Closure"
14140,Medium,Manufacturing,Germany,Starter,Monthly,104.62,0.00,20,4,18,68.40,5.70,27,100.00,3,3,0,21.00,7.40,36,0,NULL,"Not Churned"
14141,Small,Healthcare,Singapore,Professional,Annual,382.58,12.90,78,18,71,71.30,-5.70,30,67.80,0,1,0,16.20,6.40,18,0,NULL,"Not Churned"
14142,Small,Education,Canada,Business,Monthly,855.56,7.20,28,8,23,44.10,-21.20,0,64.00,4,6,1,22.50,5.50,13,1,2028-05-30,"Business Closure"
14143,Small,"Professional Services",Canada,Professional,Monthly,387.74,12.90,8,2,7,71.90,-32.90,27,83.70,3,4,0,21.40,8.70,65,0,NULL,"Not Churned"
14144,Large,Manufacturing,UK,Starter,Annual,103.53,21.60,72,17,105,49.40,18.00,45,60.10,2,2,0,14.60,7.50,66,0,NULL,"Not Churned"
14145,Enterprise,Finance,India,Business,Quarterly,893.49,3.90,83,22,100,70.40,7.70,0,43.20,2,3,1,11.30,6.50,5,0,NULL,"Not Churned"
14146,Medium,"Professional Services",India,Starter,Quarterly,120.77,17.90,136,34,97,48.70,-13.00,5,71.70,5,5,1,28.80,6.90,19,0,NULL,"Not Churned"
14147,Small,Finance,USA,Professional,Monthly,350.15,13.20,20,7,15,67.00,12.90,20,100.00,0,3,2,50.00,6.80,30,1,2025-05-26,"Contract Expired"
14148,Medium,Technology,Germany,Starter,Annual,123.74,7.20,104,36,75,55.40,25.80,0,75.10,2,0,0,30.00,7.90,68,0,NULL,"Not Churned"
14149,Large,Finance,India,Professional,Quarterly,312.65,14.00,17,6,15,57.50,20.20,3,78.40,1,4,1,33.80,6.90,28,0,NULL,"Not Churned"
14150,Large,"Professional Services",Singapore,Business,Quarterly,1000.80,15.40,26,16,19,38.30,-38.50,24,56.00,3,2,2,24.40,5.30,16,1,2028-04-16,"Contract Expired"
14151,Small,Retail,UK,Business,Annual,932.15,4.40,67,14,50,70.00,21.10,14,64.00,3,0,0,23.40,8.70,83,0,NULL,"Not Churned"
14152,Small,Retail,Canada,Enterprise,Quarterly,1935.33,1.30,21,10,22,74.30,-12.80,63,54.50,4,2,0,26.30,7.30,43,0,NULL,"Not Churned"
14153,Large,Media,India,Professional,Quarterly,307.23,1.80,38,20,27,69.90,34.90,0,79.60,4,2,1,38.30,6.40,11,0,NULL,"Not Churned"
14154,Medium,Manufacturing,USA,Enterprise,Quarterly,2032.21,6.90,48,15,34,80.30,-8.90,6,86.50,3,0,0,7.30,8.30,46,1,2026-11-29,"Poor User Experience"
14155,Small,Healthcare,Singapore,Professional,Annual,326.87,5.20,41,12,49,31.10,6.40,46,77.40,3,2,0,31.60,6.00,24,0,NULL,"Not Churned"
14156,Small,Media,USA,Professional,Quarterly,357.79,14.00,56,22,70,38.10,3.20,38,62.40,6,4,2,12.70,6.80,37,0,NULL,"Not Churned"
14157,Medium,Technology,USA,Business,Annual,882.10,13.80,53,10,78,58.20,-0.30,23,85.90,0,3,0,53.20,7.70,41,0,NULL,"Not Churned"
14158,Large,Education,India,Professional,Monthly,315.36,11.50,67,31,73,39.40,20.20,0,98.00,2,4,2,18.40,5.70,20,1,2027-10-23,"Business Closure"
14159,Enterprise,Media,India,Professional,Quarterly,416.76,16.70,194,51,224,66.30,39.80,32,81.40,2,3,2,6.60,6.50,55,1,2027-08-08,"Contract Expired"
14160,Medium,Manufacturing,India,Starter,Monthly,136.64,9.70,39,10,46,68.40,20.80,61,71.00,3,4,1,21.80,6.90,10,0,NULL,"Not Churned"
14161,Medium,Healthcare,Canada,Business,Monthly,910.96,12.90,29,7,38,39.40,-1.40,42,54.70,2,3,1,22.40,6.60,43,1,2025-10-29,"Poor User Experience"
14162,Small,Technology,USA,Starter,Monthly,113.67,13.40,79,17,82,75.30,18.80,14,100.00,1,4,1,2.00,7.40,33,0,NULL,"Not Churned"
14163,Medium,"Professional Services",UK,Starter,Monthly,140.23,7.20,144,29,214,76.90,55.30,28,69.40,2,1,0,37.20,8.50,58,0,NULL,"Not Churned"
14164,Medium,Technology,India,Enterprise,Monthly,2112.74,2.30,107,40,118,58.80,-19.10,3,94.60,1,1,1,41.20,5.70,25,0,NULL,"Not Churned"
14165,Medium,"Professional Services",Germany,Starter,Quarterly,115.41,1.40,103,19,83,59.10,20.60,25,61.40,4,3,2,9.10,5.60,22,0,NULL,"Not Churned"
14166,Medium,Manufacturing,Australia,Professional,Monthly,340.73,19.00,19,6,25,67.30,21.10,27,65.60,2,3,1,19.50,6.00,21,0,NULL,"Not Churned"
14167,Small,Healthcare,India,Enterprise,Annual,1906.91,2.90,97,21,108,95.60,-29.50,0,58.30,3,3,0,20.50,6.30,26,0,NULL,"Not Churned"
14168,Small,Media,USA,Professional,Monthly,305.08,17.10,17,10,21,76.00,20.30,35,90.70,2,3,2,7.50,7.30,40,1,2025-06-03,Competitor
14169,Small,Healthcare,India,Professional,Annual,355.79,20.40,40,9,44,60.40,48.10,23,84.80,3,3,2,21.30,5.80,4,0,NULL,"Not Churned"
14170,Small,Finance,Australia,Professional,Monthly,405.51,5.20,43,9,52,60.90,39.00,5,83.70,2,1,0,19.70,6.50,29,0,NULL,"Not Churned"
14171,Small,Education,Australia,Starter,Annual,141.58,11.80,10,5,11,67.50,-16.90,0,89.40,5,2,2,14.80,6.60,47,0,NULL,"Not Churned"
14172,Enterprise,Retail,Singapore,Enterprise,Monthly,2467.30,7.60,54,20,55,59.90,-0.60,17,79.10,2,4,2,28.70,5.70,-5,0,NULL,"Not Churned"
14173,Medium,Finance,India,Starter,Monthly,118.99,7.10,30,9,26,69.10,-7.50,6,76.20,2,5,0,46.00,7.10,32,0,NULL,"Not Churned"
14174,Medium,Technology,USA,Business,Quarterly,814.87,22.40,68,15,66,78.40,16.20,0,86.40,5,4,2,16.70,5.90,20,0,NULL,"Not Churned"
14175,Large,Education,India,Starter,Monthly,111.06,16.10,83,23,61,100.00,31.00,32,85.20,2,8,2,25.10,6.90,22,0,NULL,"Not Churned"
14176,Enterprise,Education,USA,Starter,Quarterly,124.61,9.10,113,28,124,50.60,31.30,26,66.10,4,1,0,15.90,7.80,32,0,NULL,"Not Churned"
14177,Medium,Healthcare,UK,Starter,Monthly,122.26,15.70,54,18,56,62.20,-13.20,51,48.80,1,3,1,45.10,6.50,15,1,2025-12-01,"Poor User Experience"
14178,Large,Education,India,Starter,Monthly,121.61,20.30,189,38,150,96.30,-4.20,19,54.40,1,3,1,2.00,5.20,5,0,NULL,"Not Churned"
14179,Small,Manufacturing,Canada,Professional,Monthly,336.24,7.20,36,12,41,21.10,-1.10,8,97.30,3,1,1,16.70,7.10,30,1,2024-01-15,"Business Closure"
14180,Small,Education,UK,Professional,Monthly,368.79,16.00,34,10,48,67.90,1.60,0,51.70,3,3,0,30.80,8.10,45,1,2026-07-04,"Contract Expired"
14181,Medium,Technology,Germany,Business,Monthly,903.36,3.50,75,23,83,46.60,16.40,21,100.00,1,5,1,22.90,5.30,0,0,NULL,"Not Churned"
14182,Medium,Manufacturing,USA,Starter,Annual,138.76,5.30,97,21,72,85.30,-21.90,47,98.70,1,3,1,44.50,6.30,13,0,NULL,"Not Churned"
14183,Medium,Manufacturing,Singapore,Professional,Quarterly,390.77,12.10,77,16,80,68.40,18.40,46,100.00,1,4,1,54.80,7.60,63,0,NULL,"Not Churned"
14184,Small,Finance,Singapore,Starter,Annual,115.86,10.10,41,8,59,71.20,-12.60,3,49.80,3,3,0,31.10,8.20,40,0,NULL,"Not Churned"
14185,Small,Education,Singapore,Professional,Annual,343.99,9.40,12,5,18,100.00,1.70,43,64.60,4,5,1,40.30,6.60,33,0,NULL,"Not Churned"
14186,Medium,Healthcare,Australia,Professional,Monthly,326.84,15.40,51,10,70,48.90,26.10,26,96.10,3,1,1,48.10,8.60,70,0,NULL,"Not Churned"
14187,Small,"Professional Services",Germany,Professional,Monthly,318.43,9.00,32,12,33,61.90,52.30,6,93.40,1,2,0,25.70,7.40,61,0,NULL,"Not Churned"
14188,Medium,Finance,UK,Professional,Annual,310.84,17.00,85,17,85,75.80,36.30,43,67.50,3,3,0,46.00,7.30,60,0,NULL,"Not Churned"
14189,Medium,Healthcare,India,Business,Monthly,732.65,14.70,99,20,92,49.20,-0.80,22,70.10,1,6,4,11.90,4.30,-13,1,2024-09-22,"High Price"
14190,Large,Education,Canada,Business,Annual,846.76,10.60,53,16,43,73.20,0.70,18,100.00,5,1,0,10.40,7.60,60,0,NULL,"Not Churned"
14191,Large,Finance,Canada,Professional,Quarterly,414.99,8.40,103,22,146,47.70,-29.90,21,73.40,4,5,1,13.50,4.70,-15,0,NULL,"Not Churned"
14192,Large,Education,Singapore,Starter,Monthly,124.60,10.00,72,16,90,54.10,-12.40,14,64.10,2,4,2,18.00,5.70,23,1,2025-05-01,"Contract Expired"
14193,Medium,Technology,UK,Professional,Monthly,388.41,2.20,13,8,18,75.10,11.40,7,87.70,3,2,0,26.90,9.90,84,0,NULL,"Not Churned"
14194,Large,Finance,USA,Enterprise,Monthly,2176.25,8.10,29,18,23,58.50,29.60,19,82.40,4,1,1,13.20,7.40,56,0,NULL,"Not Churned"
14195,Medium,Healthcare,Canada,Starter,Quarterly,118.15,2.30,17,9,14,63.70,-63.50,22,100.00,2,3,2,15.30,6.00,20,1,2025-06-04,"Poor User Experience"
14196,Small,Technology,Singapore,Business,Monthly,759.75,13.10,32,6,23,86.10,-15.50,14,87.00,2,2,2,35.60,6.60,35,0,NULL,"Not Churned"
14197,Small,Retail,India,Professional,Monthly,334.23,0.40,26,6,27,70.80,-8.90,15,57.10,1,2,0,11.10,8.50,62,1,2028-01-05,Competitor
14198,Small,Healthcare,USA,Professional,Monthly,411.26,0.00,16,5,17,66.60,9.70,50,72.20,0,3,2,2.00,5.00,-14,1,2029-10-29,"Poor Support"
14199,Medium,"Professional Services",UK,Enterprise,Monthly,2247.46,9.50,43,18,59,75.80,34.90,40,75.00,2,4,0,39.90,6.10,19,0,NULL,"Not Churned"
14200,Medium,Media,India,Enterprise,Quarterly,2027.34,14.40,185,35,134,66.30,-36.80,39,95.20,2,5,2,15.10,5.30,17,0,NULL,"Not Churned"
14201,Large,Education,India,Starter,Annual,129.88,9.60,99,40,110,5.00,-5.60,14,78.90,2,2,0,23.20,6.60,28,0,NULL,"Not Churned"
14202,Small,Healthcare,USA,Business,Annual,843.12,18.30,37,10,48,33.50,-28.10,32,92.30,2,0,0,30.00,7.70,56,1,2030-06-04,"Missing Features"
14203,Small,Retail,Germany,Professional,Annual,398.85,10.90,25,10,30,68.70,-14.10,39,62.30,2,4,1,22.70,5.80,14,0,NULL,"Not Churned"
14204,Enterprise,Healthcare,India,Professional,Quarterly,308.87,26.10,31,7,46,69.40,41.50,15,100.00,2,1,0,51.00,7.70,54,0,NULL,"Not Churned"
14205,Small,Technology,USA,Business,Quarterly,877.74,11.50,13,6,18,95.10,4.70,34,87.70,3,4,1,26.20,5.70,23,1,2026-12-18,"Contract Expired"
14206,Medium,Manufacturing,Australia,Enterprise,Annual,2486.93,27.20,58,15,49,55.70,-19.40,41,98.40,1,1,1,6.00,8.60,70,0,NULL,"Not Churned"
14207,Medium,Media,Singapore,Professional,Monthly,402.09,10.10,90,22,91,20.50,-10.60,26,96.70,3,2,0,56.20,8.10,70,0,NULL,"Not Churned"
14208,Medium,Healthcare,Singapore,Enterprise,Monthly,2175.19,15.00,177,33,230,64.20,-19.00,16,98.30,3,3,0,32.20,6.40,27,0,NULL,"Not Churned"
14209,Small,Finance,USA,Professional,Monthly,388.28,11.10,43,11,45,97.20,0.00,18,92.90,3,0,0,25.00,7.60,44,1,2027-03-06,Competitor
14210,Small,"Professional Services",Singapore,Professional,Annual,415.80,12.70,45,13,47,48.40,-14.90,38,86.80,5,3,0,52.30,6.30,40,1,2024-02-25,"Business Closure"
14211,Small,Retail,India,Professional,Monthly,373.69,5.50,49,16,43,47.60,32.30,42,81.20,0,0,0,41.50,7.50,47,1,2028-05-31,"Business Closure"
14212,Medium,Healthcare,Australia,Professional,Monthly,396.92,13.80,13,7,11,51.90,-8.80,55,92.30,1,3,1,28.80,6.60,30,1,2024-06-14,"Business Closure"
