customer_id,company_size,industry,country,signup_date,subscription_id,plan,contract_type,monthly_recurring_revenue,discount_percentage,contract_start_date,contract_end_date,usage_id,monthly_logins,active_users,monthly_sessions,feature_adoption_rate,usage_change_pct,days_since_last_login,onboarding_completion,number_of_integrations,support_id,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score,status_id,churn,churn_date,churn_reason
14511,Small,Media,UK,2022-06-08,54511,Professional,Annual,318.52,18.9,2022-06-08,2023-06-03,74511,42,17,34,97.8,27.0,45,57.0,4,94511,2,1,11.5,6.7,44,114511,0,,Not Churned
14512,Medium,Manufacturing,USA,2022-04-13,54512,Enterprise,Monthly,2480.18,11.1,2022-04-13,2022-05-13,74512,19,10,14,29.9,15.2,27,63.8,2,94512,4,2,9.5,4.3,9,114512,1,2025-02-09,Contract Expired
14513,Small,Manufacturing,Singapore,2025-05-04,54513,Enterprise,Monthly,2044.19,13.1,2025-05-04,2025-06-03,74513,99,28,86,70.5,-13.2,24,37.0,1,94513,2,1,16.2,6.8,59,114513,0,,Not Churned
14514,Medium,Manufacturing,UK,2024-04-25,54514,Business,Monthly,945.3,8.5,2024-04-25,2024-05-25,74514,26,14,25,82.1,-21.3,25,86.3,3,94514,1,0,30.0,7.5,42,114514,0,,Not Churned
14515,Medium,Manufacturing,Canada,2026-06-10,54515,Professional,Monthly,322.82,12.7,2026-06-10,2026-07-10,74515,85,18,91,69.9,33.9,0,44.7,2,94515,2,0,21.4,8.5,50,114515,0,,Not Churned
14516,Medium,Retail,Canada,2025-10-15,54516,Starter,Quarterly,141.46,9.4,2025-10-15,2026-01-13,74516,19,7,21,49.2,-16.2,16,100.0,1,94516,1,1,38.9,6.7,17,114516,0,,Not Churned
14517,Medium,Professional Services,Germany,2023-01-28,54517,Business,Quarterly,810.29,2.4,2023-01-28,2023-04-28,74517,52,13,52,49.9,5.3,5,65.9,0,94517,3,2,28.2,6.7,29,114517,1,2027-05-13,Poor User Experience
14518,Large,Professional Services,India,2024-03-23,54518,Professional,Annual,389.34,20.1,2024-03-23,2025-03-18,74518,139,49,200,45.8,25.9,9,70.3,2,94518,2,1,3.8,8.6,99,114518,0,,Not Churned
14519,Small,Retail,India,2023-07-08,54519,Business,Quarterly,972.83,10.3,2023-07-08,2023-10-06,74519,52,12,67,34.5,18.6,50,91.7,1,94519,2,0,19.4,6.8,36,114519,1,2025-04-01,Poor User Experience
14520,Small,Technology,Canada,2024-01-25,54520,Starter,Monthly,107.15,11.7,2024-01-25,2024-02-24,74520,26,9,33,31.6,-28.3,14,77.1,3,94520,4,2,5.9,6.0,21,114520,1,2027-03-04,Business Closure
14521,Large,Retail,Germany,2022-12-07,54521,Professional,Annual,305.83,8.1,2022-12-07,2023-12-02,74521,133,44,155,73.3,5.0,19,60.1,0,94521,2,0,10.9,9.2,78,114521,0,,Not Churned
14522,Medium,Technology,Canada,2026-05-13,54522,Professional,Monthly,370.8,20.7,2026-05-13,2026-06-12,74522,27,8,31,44.4,4.5,13,78.1,3,94522,3,2,28.1,5.7,8,114522,0,,Not Churned
14523,Large,Education,USA,2023-04-14,54523,Starter,Annual,128.04,14.0,2023-04-14,2024-04-08,74523,45,16,47,80.5,-3.6,18,47.8,2,94523,0,0,3.2,7.7,59,114523,1,2027-09-18,Competitor
14524,Medium,Professional Services,USA,2022-02-03,54524,Business,Monthly,907.77,8.3,2022-02-03,2022-03-05,74524,11,5,12,23.4,10.3,0,71.1,2,94524,1,0,50.1,5.7,7,114524,1,2023-06-06,Poor User Experience
14525,Large,Healthcare,Australia,2025-12-13,54525,Business,Monthly,858.21,11.8,2025-12-13,2026-01-12,74525,36,11,52,91.5,28.7,21,97.4,3,94525,2,0,20.9,9.0,100,114525,0,,Not Churned
14526,Medium,Finance,Australia,2024-10-31,54526,Starter,Monthly,141.26,3.7,2024-10-31,2024-11-30,74526,100,24,117,75.2,8.1,48,62.1,3,94526,0,0,29.4,9.1,78,114526,0,,Not Churned
14527,Large,Professional Services,UK,2021-11-24,54527,Enterprise,Monthly,2402.92,9.4,2021-11-24,2021-12-24,74527,84,30,87,75.2,-4.1,38,100.0,2,94527,1,0,12.9,8.7,67,114527,0,,Not Churned
14528,Enterprise,Retail,USA,2024-07-19,54528,Professional,Monthly,306.59,6.6,2024-07-19,2024-08-18,74528,232,49,253,56.8,-14.3,17,67.6,2,94528,3,2,27.8,5.6,6,114528,1,2029-01-10,Competitor
14529,Medium,Retail,Singapore,2025-06-09,54529,Enterprise,Monthly,2474.46,0.2,2025-06-09,2025-07-09,74529,129,27,186,82.4,-12.1,21,97.0,5,94529,2,0,52.2,8.7,60,114529,0,,Not Churned
14530,Small,Education,UK,2023-11-08,54530,Professional,Monthly,331.25,10.9,2023-11-08,2023-12-08,74530,21,9,21,75.8,-9.3,24,68.6,6,94530,4,1,32.2,6.8,15,114530,0,,Not Churned
14531,Small,Retail,Australia,2023-07-08,54531,Business,Monthly,937.6,7.4,2023-07-08,2023-08-07,74531,23,9,34,61.0,-25.6,27,83.8,4,94531,2,0,2.0,6.8,10,114531,0,,Not Churned
14532,Small,Technology,India,2021-03-18,54532,Enterprise,Monthly,1915.59,20.4,2021-03-18,2021-04-17,74532,20,13,20,55.7,-35.3,29,83.6,4,94532,1,0,16.1,8.0,57,114532,0,,Not Churned
14533,Small,Technology,USA,2023-12-09,54533,Business,Quarterly,950.59,0.0,2023-12-09,2024-03-08,74533,15,5,20,45.6,10.1,12,59.8,5,94533,0,0,14.9,8.4,72,114533,0,,Not Churned
14534,Small,Healthcare,Germany,2024-12-20,54534,Starter,Quarterly,124.8,7.0,2024-12-20,2025-03-20,74534,52,10,39,47.5,18.8,0,63.4,1,94534,2,1,13.0,7.2,51,114534,0,,Not Churned
14535,Medium,Healthcare,India,2025-11-07,54535,Starter,Annual,132.27,11.9,2025-11-07,2026-11-02,74535,116,25,119,51.4,16.5,20,75.5,3,94535,3,0,16.6,7.8,56,114535,0,,Not Churned
14536,Medium,Professional Services,UK,2025-04-29,54536,Professional,Monthly,358.05,16.3,2025-04-29,2025-05-29,74536,53,10,43,81.6,27.8,13,86.3,5,94536,2,1,22.3,7.0,6,114536,0,,Not Churned
14537,Medium,Healthcare,USA,2023-10-15,54537,Professional,Annual,395.64,6.9,2023-10-15,2024-10-09,74537,54,23,50,35.4,-24.7,24,61.3,2,94537,2,1,15.3,8.3,78,114537,1,2028-06-09,Contract Expired
14538,Medium,Technology,Australia,2021-05-09,54538,Business,Monthly,1004.24,26.1,2021-05-09,2021-06-08,74538,8,2,8,71.3,17.1,34,61.7,4,94538,1,0,2.0,8.8,68,114538,0,,Not Churned
14539,Small,Media,USA,2022-06-03,54539,Business,Monthly,943.39,7.3,2022-06-03,2022-07-03,74539,18,6,21,55.2,13.1,41,80.6,2,94539,3,2,23.0,6.2,10,114539,1,2026-01-20,Competitor
14540,Small,Manufacturing,India,2024-02-10,54540,Professional,Quarterly,388.66,2.9,2024-02-10,2024-05-10,74540,55,14,45,37.9,34.7,18,87.5,2,94540,0,0,2.0,7.4,60,114540,0,,Not Churned
14541,Small,Manufacturing,Singapore,2023-07-01,54541,Professional,Monthly,324.05,9.1,2023-07-01,2023-07-31,74541,98,22,103,70.9,-13.1,1,80.1,1,94541,3,1,18.3,6.1,17,114541,0,,Not Churned
14542,Medium,Healthcare,UK,2023-03-27,54542,Business,Monthly,827.95,22.7,2023-03-27,2023-04-26,74542,15,8,22,52.0,28.7,2,73.2,1,94542,2,2,18.1,7.0,35,114542,0,,Not Churned
14543,Small,Healthcare,India,2023-09-01,54543,Professional,Monthly,312.82,17.2,2023-09-01,2023-10-01,74543,43,23,48,44.1,-20.3,25,86.5,3,94543,3,2,13.5,4.9,4,114543,0,,Not Churned
14544,Small,Technology,India,2026-05-17,54544,Business,Quarterly,880.9,22.1,2026-05-17,2026-08-15,74544,12,6,9,68.1,-10.1,19,94.3,4,94544,3,0,14.1,6.7,21,114544,0,,Not Churned
14545,Medium,Education,Singapore,2023-12-26,54545,Professional,Monthly,352.2,19.9,2023-12-26,2024-01-25,74545,47,18,40,46.2,-40.9,0,67.3,0,94545,3,0,36.6,7.8,51,114545,1,2025-12-20,Low Product Usage
14546,Large,Professional Services,India,2025-12-06,54546,Professional,Monthly,333.6,23.1,2025-12-06,2026-01-05,74546,85,19,114,72.1,15.3,12,70.4,2,94546,2,2,10.6,6.0,3,114546,0,,Not Churned
14547,Small,Retail,UK,2023-03-20,54547,Enterprise,Annual,1923.28,10.1,2023-03-20,2024-03-14,74547,24,6,23,46.3,18.4,11,65.5,2,94547,3,2,23.4,7.0,23,114547,0,,Not Churned
14548,Medium,Professional Services,USA,2024-09-04,54548,Professional,Monthly,411.6,23.1,2024-09-04,2024-10-04,74548,35,13,48,45.9,12.4,17,100.0,6,94548,1,0,10.5,9.1,76,114548,0,,Not Churned
14549,Medium,Finance,Germany,2023-11-04,54549,Business,Monthly,902.61,13.1,2023-11-04,2023-12-04,74549,94,19,88,40.0,11.2,37,100.0,2,94549,2,0,44.3,7.1,55,114549,0,,Not Churned
14550,Large,Manufacturing,Australia,2022-07-24,54550,Professional,Quarterly,337.31,14.7,2022-07-24,2022-10-22,74550,221,50,254,72.7,28.2,0,56.8,1,94550,5,0,10.7,6.3,29,114550,0,,Not Churned
14551,Enterprise,Media,UK,2023-08-28,54551,Professional,Monthly,340.1,20.1,2023-08-28,2023-09-27,74551,54,10,63,26.5,-3.5,0,71.9,1,94551,4,0,17.1,6.8,41,114551,1,2026-05-03,Poor User Experience
14552,Small,Manufacturing,India,2026-02-23,54552,Enterprise,Monthly,2174.47,26.4,2026-02-23,2026-03-25,74552,76,18,93,72.9,-25.0,12,95.1,1,94552,4,1,14.1,6.4,38,114552,0,,Not Churned
14553,Small,Technology,Germany,2022-09-02,54553,Business,Annual,963.96,21.9,2022-09-02,2023-08-28,74553,52,12,67,75.0,9.9,10,70.7,2,94553,4,0,44.4,7.2,15,114553,1,2025-11-16,Contract Expired
14554,Large,Professional Services,USA,2026-06-07,54554,Enterprise,Monthly,2032.04,1.0,2026-06-07,2026-07-07,74554,144,30,216,43.6,23.3,22,80.3,3,94554,5,2,18.1,3.2,-33,114554,1,2028-07-03,Contract Expired
14555,Medium,Media,Singapore,2022-01-23,54555,Enterprise,Quarterly,2529.48,10.3,2022-01-23,2022-04-23,74555,172,33,121,29.6,29.3,39,57.7,1,94555,3,0,31.1,8.2,81,114555,1,2025-12-08,Poor User Experience
14556,Medium,Technology,USA,2025-08-25,54556,Starter,Monthly,115.08,10.1,2025-08-25,2025-09-24,74556,44,17,58,34.2,16.4,0,100.0,2,94556,1,1,23.4,7.3,23,114556,0,,Not Churned
14557,Medium,Finance,Canada,2023-01-29,54557,Enterprise,Monthly,2540.72,2.9,2023-01-29,2023-02-28,74557,114,28,153,67.7,8.3,20,51.2,2,94557,2,1,57.9,8.2,65,114557,0,,Not Churned
14558,Medium,Media,India,2026-02-05,54558,Starter,Monthly,139.63,2.0,2026-02-05,2026-03-07,74558,50,16,44,65.3,-17.9,40,86.8,3,94558,0,0,22.7,8.4,57,114558,0,,Not Churned
14559,Enterprise,Professional Services,Australia,2022-05-31,54559,Starter,Quarterly,131.26,6.3,2022-05-31,2022-08-29,74559,46,19,42,58.3,13.7,0,44.9,2,94559,4,1,7.1,5.7,9,114559,0,,Not Churned
14560,Enterprise,Media,USA,2026-01-16,54560,Business,Monthly,988.68,15.1,2026-01-16,2026-02-15,74560,43,19,51,88.2,-34.3,16,69.8,4,94560,3,1,34.8,7.7,42,114560,0,,Not Churned
14561,Large,Finance,USA,2021-02-14,54561,Professional,Monthly,389.02,15.9,2021-02-14,2021-03-16,74561,23,12,20,40.9,-26.7,36,70.4,3,94561,4,1,17.2,5.2,20,114561,1,2022-05-22,Competitor
14562,Small,Healthcare,India,2024-12-13,54562,Enterprise,Annual,1981.3,7.8,2024-12-13,2025-12-08,74562,88,18,104,64.3,8.3,3,100.0,2,94562,1,0,20.2,6.5,53,114562,1,2028-03-27,Business Closure
14563,Large,Professional Services,India,2022-12-24,54563,Professional,Quarterly,414.63,0.0,2022-12-24,2023-03-24,74563,74,48,63,47.4,26.6,6,96.8,3,94563,0,0,36.2,8.4,60,114563,0,,Not Churned
14564,Small,Finance,India,2023-01-26,54564,Professional,Quarterly,320.79,11.2,2023-01-26,2023-04-26,74564,44,8,50,55.1,21.8,14,61.8,2,94564,1,0,37.7,7.9,53,114564,0,,Not Churned
14565,Small,Retail,USA,2026-03-24,54565,Starter,Monthly,122.77,21.3,2026-03-24,2026-04-23,74565,54,10,72,57.2,36.1,36,83.3,5,94565,0,0,29.4,8.9,38,114565,0,,Not Churned
14566,Large,Retail,Germany,2022-01-21,54566,Professional,Monthly,344.48,5.2,2022-01-21,2022-02-20,74566,58,16,86,22.4,-39.4,44,100.0,0,94566,1,0,16.6,9.7,85,114566,1,2024-12-01,Competitor
14567,Small,Manufacturing,USA,2026-07-24,54567,Starter,Annual,116.62,21.2,2026-07-24,2027-07-19,74567,49,11,52,11.6,21.9,4,83.3,1,94567,2,0,2.0,6.7,38,114567,1,2027-01-02,Contract Expired
14568,Small,Retail,Australia,2021-12-26,54568,Starter,Quarterly,134.91,9.7,2021-12-26,2022-03-26,74568,30,9,30,72.8,-8.2,43,67.0,0,94568,2,1,31.7,7.8,58,114568,1,2025-01-21,Competitor
14569,Small,Professional Services,India,2025-01-31,54569,Business,Monthly,809.06,17.3,2025-01-31,2025-03-02,74569,33,14,44,62.5,13.5,19,45.7,3,94569,1,0,33.5,7.7,68,114569,0,,Not Churned
14570,Large,Retail,UK,2023-09-10,54570,Enterprise,Quarterly,2284.01,18.2,2023-09-10,2023-12-09,74570,71,16,65,55.2,45.9,43,100.0,4,94570,1,1,20.3,5.8,21,114570,0,,Not Churned
14571,Medium,Retail,USA,2026-05-22,54571,Professional,Monthly,338.74,6.3,2026-05-22,2026-06-21,74571,23,7,24,51.8,-17.9,40,52.7,1,94571,3,1,12.9,7.7,53,114571,1,2028-01-28,Poor User Experience
14572,Medium,Media,Singapore,2021-07-24,54572,Starter,Monthly,139.53,9.3,2021-07-24,2021-08-23,74572,45,9,38,17.9,-10.0,0,100.0,1,94572,1,0,31.8,8.6,69,114572,0,,Not Churned
14573,Small,Healthcare,Germany,2023-12-09,54573,Starter,Monthly,108.51,14.4,2023-12-09,2024-01-08,74573,89,18,118,64.2,1.4,14,91.0,0,94573,2,0,21.0,7.4,44,114573,0,,Not Churned
14574,Large,Manufacturing,USA,2022-01-01,54574,Starter,Quarterly,109.37,10.0,2022-01-01,2022-04-01,74574,176,33,182,45.9,-10.8,54,83.9,3,94574,4,0,24.3,9.2,78,114574,0,,Not Churned
14575,Large,Technology,Australia,2023-02-08,54575,Starter,Quarterly,106.67,1.2,2023-02-08,2023-05-09,74575,73,17,86,43.1,12.3,33,84.1,3,94575,2,1,9.4,6.3,19,114575,1,2025-06-29,Poor User Experience
14576,Small,Manufacturing,India,2023-09-14,54576,Professional,Monthly,390.33,10.9,2023-09-14,2023-10-14,74576,49,14,41,38.5,-9.1,1,79.5,2,94576,1,1,25.5,8.4,55,114576,0,,Not Churned
14577,Medium,Manufacturing,UK,2022-02-21,54577,Professional,Annual,317.28,13.8,2022-02-21,2023-02-16,74577,45,12,65,60.7,32.0,0,84.6,2,94577,4,1,2.0,6.8,33,114577,0,,Not Churned
14578,Small,Manufacturing,India,2025-01-01,54578,Starter,Monthly,124.39,7.3,2025-01-01,2025-01-31,74578,35,12,52,51.5,-22.4,0,100.0,3,94578,1,0,18.2,7.2,37,114578,0,,Not Churned
14579,Enterprise,Finance,USA,2024-03-12,54579,Starter,Annual,134.2,1.1,2024-03-12,2025-03-07,74579,91,22,92,31.9,-43.6,27,74.0,5,94579,3,1,25.4,8.3,56,114579,0,,Not Churned
14580,Medium,Technology,India,2021-07-16,54580,Enterprise,Monthly,1958.95,22.6,2021-07-16,2021-08-15,74580,36,19,49,96.6,11.8,26,69.7,3,94580,3,2,18.2,7.4,44,114580,0,,Not Churned
14581,Enterprise,Finance,Canada,2024-10-21,54581,Business,Annual,999.32,13.8,2024-10-21,2025-10-16,74581,120,22,98,65.4,-16.8,0,67.9,1,94581,5,1,17.9,5.3,4,114581,1,2027-02-11,Poor User Experience
14582,Small,Healthcare,USA,2024-04-30,54582,Starter,Annual,113.93,18.1,2024-04-30,2025-04-25,74582,32,18,42,82.2,-16.3,24,100.0,1,94582,2,1,16.9,7.0,37,114582,0,,Not Churned
14583,Large,Healthcare,Australia,2026-09-03,54583,Professional,Monthly,394.56,11.4,2026-09-03,2026-10-03,74583,35,9,47,39.7,-11.8,0,69.0,4,94583,4,0,57.5,7.0,39,114583,0,,Not Churned
14584,Large,Education,UK,2024-01-04,54584,Professional,Annual,394.71,10.5,2024-01-04,2024-12-29,74584,88,33,100,87.9,19.9,29,73.2,3,94584,4,1,41.3,6.0,19,114584,0,,Not Churned
14585,Medium,Education,India,2026-03-17,54585,Business,Annual,826.13,18.6,2026-03-17,2027-03-12,74585,57,12,66,44.3,9.9,1,45.7,1,94585,1,0,28.4,6.6,37,114585,0,,Not Churned
14586,Enterprise,Media,Australia,2025-07-28,54586,Business,Monthly,886.3,9.2,2025-07-28,2025-08-27,74586,60,15,80,30.7,2.5,9,86.1,0,94586,2,1,38.2,6.0,15,114586,1,2027-03-01,Contract Expired
14587,Medium,Healthcare,Germany,2024-11-18,54587,Professional,Annual,374.78,8.2,2024-11-18,2025-11-13,74587,59,15,53,80.5,3.5,35,76.0,1,94587,3,0,36.2,5.0,-31,114587,0,,Not Churned
14588,Small,Healthcare,Singapore,2021-02-06,54588,Business,Monthly,846.13,17.2,2021-02-06,2021-03-08,74588,45,10,38,76.8,-2.9,22,86.8,1,94588,3,0,7.6,6.6,40,114588,0,,Not Churned
14589,Medium,Finance,UK,2023-09-20,54589,Business,Monthly,828.97,19.4,2023-09-20,2023-10-20,74589,51,26,66,42.8,-24.3,46,100.0,2,94589,5,2,15.6,5.0,-19,114589,0,,Not Churned
14590,Large,Media,Australia,2025-05-06,54590,Business,Annual,976.01,6.6,2025-05-06,2026-05-01,74590,38,14,42,67.0,13.5,16,100.0,1,94590,2,0,46.4,7.7,66,114590,0,,Not Churned
14591,Medium,Healthcare,Australia,2022-07-26,54591,Enterprise,Annual,2025.49,15.9,2022-07-26,2023-07-21,74591,49,14,69,51.1,-11.3,18,52.9,2,94591,1,1,22.0,5.5,24,114591,0,,Not Churned
14592,Small,Professional Services,India,2021-11-03,54592,Professional,Monthly,394.88,0.9,2021-11-03,2021-12-03,74592,33,12,49,84.0,29.7,39,67.9,2,94592,4,0,23.0,7.9,37,114592,1,2022-06-24,Contract Expired
14593,Medium,Technology,India,2021-11-01,54593,Business,Monthly,783.11,9.2,2021-11-01,2021-12-01,74593,33,17,46,57.5,19.1,28,61.0,3,94593,1,0,32.8,6.8,49,114593,0,,Not Churned
14594,Small,Finance,India,2025-11-03,54594,Enterprise,Monthly,2409.09,13.7,2025-11-03,2025-12-03,74594,30,11,26,42.7,0.7,16,100.0,2,94594,1,0,8.1,8.1,80,114594,0,,Not Churned
14595,Medium,Healthcare,USA,2023-07-21,54595,Professional,Monthly,332.73,5.9,2023-07-21,2023-08-20,74595,30,9,32,83.0,12.8,28,73.4,3,94595,1,0,28.8,7.4,50,114595,0,,Not Churned
14596,Medium,Finance,USA,2025-01-07,54596,Starter,Monthly,140.95,14.1,2025-01-07,2025-02-06,74596,36,17,44,66.7,-48.9,28,55.3,1,94596,1,0,9.3,8.2,67,114596,0,,Not Churned
14597,Large,Finance,Singapore,2025-03-23,54597,Business,Monthly,902.6,13.0,2025-03-23,2025-04-22,74597,91,22,85,85.4,-7.7,12,90.1,2,94597,2,1,14.5,6.1,25,114597,0,,Not Churned
14598,Small,Retail,USA,2026-06-16,54598,Business,Annual,881.22,14.0,2026-06-16,2027-06-11,74598,36,20,49,82.7,-39.2,20,78.7,5,94598,2,1,37.5,8.3,66,114598,0,,Not Churned
14599,Medium,Media,Australia,2023-03-08,54599,Professional,Monthly,333.66,16.6,2023-03-08,2023-04-07,74599,127,25,134,34.7,15.3,36,59.4,2,94599,3,0,22.0,7.3,27,114599,0,,Not Churned
14600,Small,Education,Canada,2025-03-15,54600,Starter,Monthly,123.36,9.1,2025-03-15,2025-04-14,74600,50,17,39,81.7,-25.8,28,17.2,4,94600,5,2,37.3,4.5,-12,114600,1,2029-07-20,Low Product Usage
14601,Small,Media,India,2023-01-17,54601,Enterprise,Monthly,1920.72,3.5,2023-01-17,2023-02-16,74601,23,8,20,62.1,35.7,14,100.0,3,94601,2,0,37.7,8.1,78,114601,0,,Not Churned
14602,Large,Finance,India,2022-03-29,54602,Professional,Annual,315.06,6.1,2022-03-29,2023-03-24,74602,19,8,22,61.7,-4.6,37,85.6,3,94602,1,0,4.8,9.3,91,114602,0,,Not Churned
14603,Enterprise,Media,UK,2023-04-11,54603,Professional,Monthly,333.64,7.3,2023-04-11,2023-05-11,74603,89,26,111,34.6,6.8,21,77.2,3,94603,6,2,45.5,5.7,25,114603,1,2023-10-03,Contract Expired
14604,Medium,Manufacturing,Canada,2023-01-28,54604,Enterprise,Monthly,2600.93,24.9,2023-01-28,2023-02-27,74604,48,10,60,54.0,21.2,28,53.4,6,94604,4,0,30.4,5.7,24,114604,0,,Not Churned
14605,Large,Professional Services,Singapore,2023-05-11,54605,Professional,Monthly,354.81,0.2,2023-05-11,2023-06-10,74605,65,17,54,59.9,-6.3,21,70.9,3,94605,6,3,4.7,3.7,-33,114605,1,2024-05-30,Poor User Experience
14606,Large,Professional Services,USA,2026-05-30,54606,Business,Annual,841.63,4.0,2026-05-30,2027-05-25,74606,251,53,329,70.8,-23.3,15,86.6,1,94606,1,0,44.8,7.9,31,114606,0,,Not Churned
14607,Large,Finance,Germany,2025-04-02,54607,Business,Monthly,952.34,4.1,2025-04-02,2025-05-02,74607,54,10,42,49.5,5.5,0,91.7,2,94607,4,0,29.6,7.2,44,114607,0,,Not Churned
14608,Small,Manufacturing,USA,2026-04-03,54608,Enterprise,Annual,2404.14,21.0,2026-04-03,2027-03-29,74608,104,26,152,72.6,-3.7,38,78.5,5,94608,7,2,19.4,4.9,7,114608,0,,Not Churned
14609,Enterprise,Professional Services,Canada,2023-03-30,54609,Professional,Quarterly,378.83,11.8,2023-03-30,2023-06-28,74609,59,27,78,94.6,-48.1,9,81.0,2,94609,4,1,11.2,7.8,24,114609,0,,Not Churned
14610,Medium,Retail,UK,2024-10-24,54610,Enterprise,Monthly,2336.39,2.3,2024-10-24,2024-11-23,74610,33,12,42,30.8,-7.8,0,54.7,4,94610,0,0,69.7,7.3,45,114610,0,,Not Churned
14611,Small,Healthcare,India,2026-02-23,54611,Professional,Quarterly,313.42,10.6,2026-02-23,2026-05-24,74611,83,20,73,60.0,-2.0,9,84.0,5,94611,4,0,2.0,6.9,49,114611,0,,Not Churned
14612,Small,Finance,India,2022-01-16,54612,Professional,Monthly,345.35,7.8,2022-01-16,2022-02-15,74612,19,4,15,47.3,23.0,31,73.3,2,94612,2,0,12.1,7.0,46,114612,0,,Not Churned
14613,Medium,Retail,India,2024-05-27,54613,Professional,Monthly,407.89,7.2,2024-05-27,2024-06-26,74613,78,19,64,59.9,-11.5,0,68.8,2,94613,5,1,6.1,6.1,19,114613,1,2026-08-26,Poor User Experience
14614,Small,Media,USA,2022-10-11,54614,Professional,Monthly,415.06,14.3,2022-10-11,2022-11-10,74614,46,12,41,51.2,-30.8,19,100.0,3,94614,2,1,2.0,6.9,19,114614,0,,Not Churned
14615,Small,Technology,Australia,2021-09-03,54615,Professional,Annual,350.5,6.9,2021-09-03,2022-08-29,74615,42,8,57,73.1,-22.4,28,73.7,4,94615,4,0,32.1,6.1,8,114615,0,,Not Churned
14616,Small,Media,India,2022-07-19,54616,Business,Monthly,722.81,14.2,2022-07-19,2022-08-18,74616,28,8,34,38.8,27.0,28,53.5,1,94616,2,0,49.3,8.9,83,114616,0,,Not Churned
14617,Large,Retail,UK,2023-04-01,54617,Business,Annual,871.05,14.6,2023-04-01,2024-03-26,74617,58,14,86,68.5,-9.3,0,81.8,1,94617,0,0,2.0,6.9,10,114617,0,,Not Churned
14618,Large,Education,USA,2022-04-17,54618,Business,Annual,790.09,3.7,2022-04-17,2023-04-12,74618,52,19,40,87.6,0.1,8,62.7,1,94618,2,1,29.8,6.1,22,114618,0,,Not Churned
14619,Small,Education,Australia,2026-07-10,54619,Business,Quarterly,778.45,6.4,2026-07-10,2026-10-08,74619,61,20,77,65.0,13.3,36,100.0,2,94619,1,0,17.1,8.2,52,114619,0,,Not Churned
14620,Large,Healthcare,Australia,2021-05-02,54620,Starter,Monthly,113.92,9.7,2021-05-02,2021-06-01,74620,83,34,115,91.0,-11.4,15,66.5,2,94620,2,0,14.4,6.7,18,114620,0,,Not Churned
14621,Large,Media,Australia,2024-09-11,54621,Starter,Quarterly,107.15,25.4,2024-09-11,2024-12-10,74621,38,8,41,81.5,3.7,34,64.2,4,94621,2,0,20.8,8.2,49,114621,0,,Not Churned
14622,Large,Manufacturing,UK,2023-02-20,54622,Starter,Monthly,103.93,9.7,2023-02-20,2023-03-22,74622,25,11,19,53.1,-19.8,15,82.9,6,94622,2,0,19.3,6.9,46,114622,0,,Not Churned
14623,Small,Healthcare,USA,2021-05-01,54623,Starter,Quarterly,120.68,12.2,2021-05-01,2021-07-30,74623,32,13,39,52.9,-7.4,20,80.0,1,94623,2,1,2.5,8.9,70,114623,0,,Not Churned
14624,Medium,Professional Services,Germany,2026-03-01,54624,Professional,Monthly,329.66,8.5,2026-03-01,2026-03-31,74624,58,30,69,90.7,-31.3,21,83.0,3,94624,1,0,30.1,7.9,71,114624,0,,Not Churned
14625,Enterprise,Manufacturing,India,2024-10-15,54625,Business,Monthly,798.72,5.6,2024-10-15,2024-11-14,74625,49,11,71,45.6,-8.6,55,100.0,0,94625,0,0,4.7,7.5,31,114625,1,2025-12-31,Contract Expired
14626,Medium,Manufacturing,USA,2026-01-11,54626,Professional,Annual,324.64,5.0,2026-01-11,2027-01-06,74626,25,14,34,13.9,37.6,21,91.5,1,94626,2,0,71.3,7.8,68,114626,0,,Not Churned
14627,Small,Manufacturing,India,2021-02-16,54627,Business,Monthly,870.25,11.8,2021-02-16,2021-03-18,74627,17,10,19,68.2,10.1,9,39.6,1,94627,2,1,2.0,8.0,42,114627,0,,Not Churned
14628,Medium,Manufacturing,Canada,2026-05-23,54628,Professional,Monthly,387.32,14.0,2026-05-23,2026-06-22,74628,76,19,60,50.9,-0.1,0,100.0,2,94628,1,0,2.0,7.0,58,114628,0,,Not Churned
14629,Medium,Education,Canada,2026-01-08,54629,Starter,Annual,129.59,0.0,2026-01-08,2027-01-03,74629,75,25,56,36.1,9.8,0,25.3,2,94629,1,0,4.8,7.5,23,114629,1,2027-09-02,Competitor
14630,Medium,Media,Canada,2024-10-30,54630,Starter,Annual,142.99,12.4,2024-10-30,2025-10-25,74630,83,16,118,39.1,-25.0,15,63.0,4,94630,5,3,24.5,4.4,-42,114630,0,,Not Churned
14631,Small,Professional Services,USA,2026-02-21,54631,Professional,Quarterly,409.47,13.3,2026-02-21,2026-05-22,74631,30,6,32,84.2,10.0,16,95.5,2,94631,6,3,42.3,6.2,18,114631,0,,Not Churned
14632,Small,Education,India,2023-01-01,54632,Starter,Annual,119.53,20.0,2023-01-01,2023-12-27,74632,52,15,63,78.9,-8.3,22,92.0,0,94632,2,1,22.1,8.2,59,114632,0,,Not Churned
14633,Large,Finance,Singapore,2021-04-21,54633,Professional,Annual,397.09,17.2,2021-04-21,2022-04-16,74633,16,9,20,64.0,21.7,2,96.6,6,94633,2,0,45.0,4.9,0,114633,0,,Not Churned
