support_id,customer_id,support_tickets,unresolved_tickets,avg_resolution_hours,satisfaction_score,nps_score
95317,15317,3,1,19.4,7.3,35
95318,15318,4,1,33.8,7.3,50
95319,15319,2,2,12.5,7.2,33
95320,15320,2,2,21.9,6.4,27
95321,15321,1,1,17.1,7.9,51
95322,15322,2,1,39.2,5.9,30
95323,15323,1,0,23.8,8.6,72
95324,15324,2,0,23.2,6.3,31
95325,15325,5,2,2.0,5.7,-8
95326,15326,1,0,32.1,10.0,100
95327,15327,2,1,22.2,6.4,16
95328,15328,3,1,33.9,6.9,26
95329,15329,3,2,29.8,6.8,19
95330,15330,5,0,2.0,3.9,-29
95331,15331,1,0,7.0,6.8,50
95332,15332,4,1,2.0,6.2,13
95333,15333,1,1,35.7,6.3,42
95334,15334,3,0,18.7,6.7,11
95335,15335,6,1,30.2,5.1,-16
95336,15336,4,2,2.0,5.9,16
95337,15337,2,1,36.3,6.4,12
95338,15338,3,2,22.9,5.3,10
95339,15339,1,0,28.6,7.5,79
95340,15340,3,2,46.1,6.5,22
95341,15341,3,0,42.3,6.6,38
95342,15342,2,1,21.8,8.3,56
95343,15343,2,0,34.3,7.0,11
95344,15344,4,2,19.0,5.3,-10
95345,15345,1,1,26.3,7.5,31
95346,15346,1,0,22.2,8.6,74
95347,15347,3,0,48.2,7.5,26
95348,15348,3,1,12.2,6.9,46
95349,15349,3,1,35.6,6.5,4
95350,15350,2,0,4.7,7.7,45
95351,15351,3,1,23.5,6.5,3
95352,15352,1,0,24.2,6.8,17
95353,15353,4,0,6.9,7.0,34
95354,15354,1,0,10.5,7.3,34
95355,15355,2,0,3.1,6.6,39
95356,15356,4,1,23.7,5.9,0
95357,15357,8,1,13.7,6.1,17
95358,15358,3,1,5.5,7.1,54
95359,15359,4,1,44.3,6.0,25
95360,15360,2,1,34.2,6.2,26
95361,15361,2,0,58.9,8.2,85
95362,15362,3,0,32.7,6.7,13
95363,15363,3,1,27.5,6.7,12
95364,15364,4,0,7.9,6.9,41
95365,15365,3,1,35.1,6.3,6
95366,15366,2,0,27.7,8.1,51
95367,15367,3,0,35.1,6.0,35
95368,15368,0,0,31.3,9.7,91
95369,15369,3,0,37.4,7.9,55
95370,15370,3,0,2.0,9.1,68
95371,15371,2,1,12.8,6.6,36
95372,15372,3,0,12.6,6.5,42
95373,15373,2,2,19.0,8.6,61
95374,15374,3,0,10.2,6.0,3
95375,15375,0,0,28.0,8.6,74
95376,15376,3,0,31.8,8.6,50
95377,15377,3,0,27.0,6.2,24
95378,15378,1,0,13.9,7.2,35
95379,15379,3,0,49.7,5.1,17
95380,15380,5,0,3.0,6.2,38
95381,15381,0,0,33.2,7.8,34
95382,15382,1,0,40.0,8.3,62
95383,15383,1,0,46.5,6.7,28
95384,15384,3,1,31.2,8.0,59
95385,15385,2,0,8.4,6.0,14
95386,15386,3,1,4.6,5.0,-7
95387,15387,2,1,30.3,7.8,57
95388,15388,2,0,10.4,6.4,32
95389,15389,3,1,40.8,5.6,30
95390,15390,1,0,22.7,7.9,49
95391,15391,3,2,19.5,6.8,28
95392,15392,1,1,16.8,6.9,35
95393,15393,2,0,26.5,7.5,53
95394,15394,0,0,40.7,8.3,83
95395,15395,4,0,30.1,6.3,-6
95396,15396,1,1,22.9,7.7,48
95397,15397,7,2,22.3,5.5,12
95398,15398,4,1,2.0,6.9,34
95399,15399,3,2,15.1,6.5,27
95400,15400,3,1,16.9,8.5,90
95401,15401,5,2,23.6,5.5,14
95402,15402,0,0,25.0,7.8,28
95403,15403,0,0,18.2,8.0,57
95404,15404,2,1,20.1,6.2,9
95405,15405,4,0,18.4,7.6,57
95406,15406,2,1,17.2,6.3,36
95407,15407,3,1,33.6,5.9,28
95408,15408,1,1,15.5,9.0,76
95409,15409,0,0,11.0,7.5,37
95410,15410,1,1,23.9,6.5,35
95411,15411,0,0,28.2,7.8,42
95412,15412,0,0,45.4,7.5,34
95413,15413,3,1,12.3,8.2,53
95414,15414,5,2,54.4,5.4,22
95415,15415,4,1,18.4,5.9,19
95416,15416,2,0,33.9,6.3,10
95417,15417,3,2,2.0,5.7,14
95418,15418,1,1,38.8,7.2,44
95419,15419,1,0,33.9,7.9,41
95420,15420,2,0,48.2,7.4,46
95421,15421,2,0,32.4,7.6,31
95422,15422,4,0,27.4,7.8,65
95423,15423,4,0,28.9,7.4,49
95424,15424,4,1,13.3,7.0,27
95425,15425,1,0,21.8,7.5,50
95426,15426,2,0,43.0,8.2,60
95427,15427,2,1,42.6,8.4,47
95428,15428,3,1,22.5,6.3,18
95429,15429,5,1,34.7,5.1,-12
95430,15430,5,1,33.5,5.5,14
95431,15431,3,1,14.8,7.4,42
95432,15432,2,0,31.5,9.2,74
95433,15433,4,1,26.2,4.8,9
95434,15434,3,1,9.8,7.2,42
95435,15435,2,0,36.1,8.7,43
95436,15436,2,0,22.5,9.1,49
95437,15437,1,0,38.7,8.3,49
95438,15438,2,0,12.7,7.8,57
95439,15439,3,1,12.4,6.5,30
95440,15440,3,0,30.1,7.8,40
95441,15441,4,1,29.6,6.1,24
95442,15442,2,1,17.4,6.7,26
95443,15443,2,0,11.3,6.3,16
95444,15444,3,0,10.0,7.5,14
95445,15445,2,1,35.2,6.7,18
95446,15446,1,0,2.0,7.4,48
95447,15447,2,0,35.3,8.7,81
95448,15448,2,2,25.3,4.8,-3
95449,15449,2,0,20.8,5.9,19
95450,15450,2,0,14.7,7.8,69
95451,15451,2,1,6.9,7.6,46
95452,15452,6,1,45.9,5.0,4
95453,15453,3,1,44.3,7.8,61
95454,15454,0,0,30.2,9.8,88
95455,15455,3,1,4.8,6.6,32
95456,15456,2,0,51.0,7.2,41
95457,15457,3,0,40.6,8.4,72
95458,15458,5,0,51.6,4.4,-30
95459,15459,2,1,45.3,5.9,19
95460,15460,2,1,24.5,6.6,31
95461,15461,3,0,24.7,7.8,36
95462,15462,0,0,2.0,9.1,84
95463,15463,2,0,42.4,7.1,45
95464,15464,1,0,13.3,7.6,38
95465,15465,2,0,15.8,7.2,29
95466,15466,2,0,38.3,9.2,87
95467,15467,0,0,39.0,9.1,83
95468,15468,4,1,60.0,7.6,44
95469,15469,2,1,16.1,6.7,20
95470,15470,1,0,24.3,7.5,77
95471,15471,4,0,30.7,6.8,43
95472,15472,3,1,69.5,8.9,45
95473,15473,2,1,12.4,8.1,24
95474,15474,5,0,6.4,8.2,55
95475,15475,6,1,28.4,4.8,-4
95476,15476,6,2,22.1,6.9,-3
95477,15477,4,0,45.0,7.6,50
95478,15478,1,0,30.0,9.1,79
95479,15479,2,1,23.1,5.8,41
95480,15480,2,1,18.7,7.8,23
95481,15481,4,3,30.6,5.2,-1
95482,15482,0,0,21.6,7.0,25
95483,15483,3,1,22.4,8.0,47
95484,15484,0,0,6.0,7.4,35
95485,15485,1,1,22.7,6.2,37
95486,15486,5,0,32.8,4.9,19
95487,15487,7,3,4.1,3.5,-30
95488,15488,1,0,29.8,7.3,44
95489,15489,2,1,25.4,5.5,9
95490,15490,3,0,5.6,7.8,62
95491,15491,1,1,39.6,4.5,-12
95492,15492,2,0,2.0,7.9,65
95493,15493,2,0,15.3,5.5,17
95494,15494,4,0,14.8,7.7,24
95495,15495,3,0,25.0,6.7,15
95496,15496,0,0,14.5,7.9,33
95497,15497,1,0,30.2,7.6,44
95498,15498,3,1,31.1,7.2,53
95499,15499,3,0,53.2,7.8,80
95500,15500,1,1,14.0,7.8,54
95501,15501,0,0,20.2,8.0,58
95502,15502,3,2,15.3,6.2,14
95503,15503,3,1,19.6,7.2,32
95504,15504,3,1,24.0,5.6,-3
95505,15505,2,1,21.8,7.8,81
95506,15506,1,0,3.9,8.4,70
95507,15507,0,0,17.6,7.1,54
95508,15508,1,1,2.0,6.7,28
95509,15509,3,2,27.7,6.1,30
95510,15510,2,0,37.5,6.4,43
95511,15511,6,1,29.9,5.3,2
95512,15512,1,0,35.0,6.0,-3
95513,15513,3,0,23.3,7.9,61
95514,15514,0,0,30.6,8.6,64
95515,15515,5,2,31.2,6.5,23
95516,15516,3,0,37.5,6.4,11
95517,15517,7,0,2.0,7.4,40
95518,15518,3,1,27.9,6.2,3
95519,15519,1,0,34.8,6.2,46
95520,15520,2,1,28.1,6.7,11
95521,15521,4,1,4.3,7.2,11
95522,15522,1,0,28.2,7.0,28
95523,15523,1,0,21.5,8.6,69
95524,15524,2,1,2.0,5.7,32
95525,15525,1,0,23.0,7.1,42
95526,15526,1,1,2.0,7.0,37
95527,15527,4,0,35.5,5.8,25
95528,15528,3,0,27.9,7.5,49
95529,15529,4,1,2.4,5.2,5
95530,15530,2,1,27.7,6.1,14
95531,15531,0,0,40.9,8.0,53
95532,15532,2,0,2.0,7.9,49
95533,15533,3,0,16.3,7.4,50
95534,15534,6,1,10.2,5.8,2
95535,15535,1,0,48.4,8.2,47
95536,15536,2,1,2.0,6.8,38
95537,15537,3,2,6.7,6.1,36
95538,15538,5,1,27.7,5.4,0
95539,15539,3,1,21.2,5.7,16
95540,15540,2,0,27.5,6.8,39
95541,15541,2,1,9.7,7.7,50
95542,15542,4,0,50.5,4.5,-25
95543,15543,4,1,35.9,5.8,20
95544,15544,2,0,57.9,7.0,36
95545,15545,2,0,25.4,6.5,34
95546,15546,4,1,47.1,6.0,16
95547,15547,0,0,19.8,9.2,70
95548,15548,5,1,43.7,5.8,18
95549,15549,3,0,45.5,6.6,48
95550,15550,1,1,38.5,7.7,18
95551,15551,3,1,48.1,6.6,31
95552,15552,0,0,7.4,8.0,66
95553,15553,7,2,2.0,3.8,-21
95554,15554,0,0,2.0,8.2,67
95555,15555,0,0,2.0,7.3,48
95556,15556,6,2,9.6,5.8,-2
95557,15557,2,0,21.6,8.9,62
95558,15558,3,1,7.5,7.0,40
95559,15559,3,1,2.0,8.5,78
95560,15560,5,1,54.0,6.3,25
95561,15561,2,0,22.5,7.1,54
95562,15562,2,1,51.9,6.7,10
95563,15563,1,0,35.7,9.3,82
95564,15564,4,1,2.0,5.9,10
95565,15565,0,0,37.1,9.3,64
95566,15566,5,2,40.2,6.3,24
95567,15567,1,0,16.5,6.2,-7
95568,15568,2,0,37.7,8.3,63
95569,15569,5,1,34.2,7.5,52
95570,15570,3,0,12.4,4.1,-4
95571,15571,2,0,27.3,8.2,50
95572,15572,3,2,4.8,5.2,18
95573,15573,2,1,31.0,7.0,26
95574,15574,2,1,44.4,4.8,-17
95575,15575,1,1,5.2,7.4,47
95576,15576,5,2,20.5,7.0,11
95577,15577,2,0,37.7,7.7,46
95578,15578,5,2,18.6,6.7,32
95579,15579,1,0,47.3,7.5,72
95580,15580,4,0,36.1,6.1,7
95581,15581,2,0,2.0,9.1,60
95582,15582,3,1,23.9,7.6,30
95583,15583,5,2,15.3,5.4,6
95584,15584,6,4,14.3,4.4,10
95585,15585,0,0,10.0,7.5,38
95586,15586,1,0,7.7,8.5,82
95587,15587,3,1,41.6,5.1,3
95588,15588,1,0,28.2,7.3,13
95589,15589,1,0,2.0,8.5,67
95590,15590,4,0,11.7,5.9,33
95591,15591,3,1,3.9,6.6,37
95592,15592,2,0,8.4,8.2,56
95593,15593,1,0,32.7,7.9,40
95594,15594,1,0,17.6,9.6,100
95595,15595,2,2,47.6,6.1,6
95596,15596,3,1,43.8,7.0,24
95597,15597,3,1,40.6,7.2,55
95598,15598,2,0,45.4,5.7,9
95599,15599,1,0,37.0,7.1,51
95600,15600,1,0,27.6,8.4,93
95601,15601,3,0,19.8,8.3,55
95602,15602,2,1,30.9,7.2,26
95603,15603,5,1,25.6,7.1,43
95604,15604,3,1,4.2,7.2,51
95605,15605,5,0,16.4,7.1,37
95606,15606,4,0,38.9,8.1,61
95607,15607,1,0,51.4,7.5,40
95608,15608,1,0,7.4,6.2,23
95609,15609,4,2,60.0,6.8,43
95610,15610,1,0,65.5,6.9,32
95611,15611,1,0,9.5,6.7,25
95612,15612,2,0,24.9,7.8,53
95613,15613,3,0,43.5,7.0,34
95614,15614,1,1,11.7,8.9,59
95615,15615,1,0,14.2,8.6,80
95616,15616,4,1,48.5,5.1,3
95617,15617,1,0,20.7,8.2,36
95618,15618,0,0,31.2,7.4,34
95619,15619,3,0,2.0,5.8,17
95620,15620,1,0,9.6,8.4,48
95621,15621,1,0,21.7,8.0,69
95622,15622,2,0,21.8,8.9,78
95623,15623,2,0,23.0,7.7,49
95624,15624,0,0,21.9,8.9,67
95625,15625,3,1,29.7,4.7,5
95626,15626,0,0,38.7,7.2,39
95627,15627,4,2,47.0,5.2,24
95628,15628,6,2,15.5,6.7,17
95629,15629,3,1,57.3,5.7,24
95630,15630,4,1,2.0,5.8,18
95631,15631,2,1,6.7,10.0,97
95632,15632,2,0,43.5,8.0,49
95633,15633,4,3,14.7,6.2,-9
95634,15634,2,1,12.0,6.7,50
95635,15635,1,0,19.3,5.8,0
95636,15636,0,0,19.0,7.0,31
95637,15637,3,0,12.9,8.1,72
95638,15638,5,1,19.3,6.1,30
95639,15639,1,0,13.4,7.8,66
95640,15640,2,0,12.2,7.4,39
95641,15641,2,0,41.2,8.0,57
95642,15642,1,0,26.5,9.8,98
95643,15643,3,2,39.4,5.4,-7
95644,15644,0,0,3.7,7.7,66
95645,15645,3,0,23.0,8.6,66
95646,15646,2,0,34.0,7.1,46
95647,15647,1,0,16.6,8.6,45
95648,15648,3,1,44.9,5.7,14
95649,15649,1,1,39.6,8.8,60
95650,15650,1,0,20.8,8.0,46
95651,15651,7,1,3.3,5.9,14
95652,15652,0,0,50.0,9.3,70
95653,15653,5,1,22.2,6.3,24
95654,15654,1,0,40.9,8.7,59
95655,15655,3,0,19.2,8.8,86
95656,15656,2,1,9.2,7.0,26
95657,15657,1,0,25.4,9.6,53
95658,15658,3,1,27.0,7.5,25
95659,15659,3,1,31.6,6.4,57
95660,15660,1,0,18.0,7.4,46
95661,15661,4,1,17.6,6.6,15
95662,15662,3,0,23.3,7.5,35
95663,15663,3,0,65.6,6.9,28
95664,15664,5,1,35.5,5.2,-2
95665,15665,6,4,16.0,3.1,-15
95666,15666,1,0,8.6,6.0,20
95667,15667,2,0,22.3,7.3,36
95668,15668,2,0,32.7,8.3,73
95669,15669,4,1,35.1,6.7,20
95670,15670,5,1,33.7,4.8,0
95671,15671,4,2,26.7,5.7,4
95672,15672,3,0,18.0,8.8,56
95673,15673,3,0,27.8,6.7,56
95674,15674,4,2,30.1,5.6,9
95675,15675,7,2,10.1,4.0,-23
95676,15676,1,0,12.1,6.9,41
95677,15677,3,1,42.6,6.2,36
95678,15678,4,1,6.1,5.1,-13
95679,15679,3,0,38.9,7.4,12
95680,15680,0,0,23.9,9.0,83
95681,15681,2,2,9.7,5.8,-13
95682,15682,3,0,21.8,6.0,21
95683,15683,1,0,40.5,7.2,42
95684,15684,3,0,36.8,6.6,33
95685,15685,3,0,24.4,6.6,35
95686,15686,0,0,32.9,7.8,60
95687,15687,3,1,22.6,6.1,9
95688,15688,3,0,63.4,8.6,57
95689,15689,4,3,2.0,5.6,11
95690,15690,5,2,33.4,6.2,31
95691,15691,2,0,45.3,7.4,47
95692,15692,3,1,10.2,7.7,56
95693,15693,1,0,57.0,6.8,23
95694,15694,4,2,64.0,6.4,21
95695,15695,1,1,24.0,7.2,49
95696,15696,6,3,7.8,2.8,-39
95697,15697,4,0,5.4,5.2,-14
95698,15698,1,0,23.6,7.0,6
95699,15699,3,2,34.5,6.6,31
95700,15700,1,0,2.0,9.3,60
95701,15701,4,0,12.3,7.6,24
95702,15702,1,0,26.3,8.8,69
95703,15703,4,1,31.2,5.8,15
95704,15704,2,1,20.6,5.6,21
95705,15705,4,0,12.6,6.4,17
95706,15706,1,0,36.5,8.3,40
95707,15707,1,0,2.0,7.6,64
95708,15708,3,1,41.7,6.2,6
95709,15709,4,0,40.0,6.8,35
95710,15710,3,0,18.7,7.1,18
95711,15711,2,1,22.3,5.5,18
95712,15712,1,0,7.7,8.2,62
95713,15713,7,3,34.5,3.5,-47
95714,15714,0,0,19.7,7.5,42
95715,15715,1,0,37.4,9.2,80
95716,15716,4,2,32.1,5.5,16
95717,15717,2,0,26.3,8.1,60
95718,15718,3,1,2.0,6.1,15
95719,15719,3,1,33.7,7.3,56
95720,15720,3,1,2.3,7.7,51
95721,15721,5,1,43.1,7.4,41
95722,15722,2,1,6.5,8.2,50
95723,15723,4,3,20.2,5.1,7
95724,15724,4,2,9.7,7.1,17
95725,15725,3,1,5.2,6.8,38
95726,15726,0,0,41.4,7.8,50
95727,15727,2,1,58.9,6.0,20
95728,15728,2,1,21.2,8.6,77
95729,15729,2,1,38.4,7.2,32
95730,15730,1,1,29.4,7.5,70
95731,15731,2,0,33.9,8.9,57
95732,15732,3,0,50.3,7.9,48
95733,15733,0,0,36.2,7.8,52
95734,15734,1,1,39.9,7.8,35
95735,15735,1,1,5.7,9.1,78
95736,15736,1,1,29.8,6.6,27
95737,15737,4,1,16.8,7.9,58
95738,15738,4,0,20.2,4.5,-12
95739,15739,1,0,27.3,8.7,65
95740,15740,0,0,45.5,8.8,67
95741,15741,5,1,20.6,4.0,-10
95742,15742,9,3,34.6,4.8,9
95743,15743,1,0,33.0,7.4,31
95744,15744,1,1,26.2,6.5,29
95745,15745,2,1,29.6,5.8,28
95746,15746,3,0,15.9,7.0,20
95747,15747,4,1,59.4,4.2,-13
95748,15748,2,0,44.0,9.1,86
95749,15749,2,1,37.6,6.3,35
95750,15750,3,1,14.6,8.0,40
95751,15751,3,0,24.3,6.7,36
95752,15752,2,1,18.5,6.9,28
95753,15753,2,0,26.0,7.1,27
95754,15754,1,0,5.8,6.3,12
95755,15755,2,1,42.0,5.7,17
95756,15756,1,1,4.9,8.4,69
95757,15757,3,2,15.5,4.3,-6
95758,15758,1,1,21.4,7.8,76
95759,15759,7,2,5.2,5.9,33
95760,15760,2,0,32.5,10.0,86
95761,15761,1,1,26.5,6.6,25
95762,15762,1,1,30.1,8.6,65
95763,15763,4,0,37.8,6.0,-12
95764,15764,1,1,5.9,7.3,29
95765,15765,1,0,23.8,9.0,79
95766,15766,6,2,34.1,5.2,7
95767,15767,1,0,34.0,8.7,69
95768,15768,3,0,8.1,7.8,24
95769,15769,3,1,30.1,7.6,49
95770,15770,3,1,19.1,6.1,9
95771,15771,2,0,25.3,8.1,63
95772,15772,1,0,6.1,8.2,56
95773,15773,5,1,9.9,7.0,48
95774,15774,6,0,19.1,6.0,19
95775,15775,5,2,13.1,5.9,0
95776,15776,7,1,24.2,6.3,22
95777,15777,3,0,25.6,7.7,35
95778,15778,0,0,49.5,9.7,87
95779,15779,2,0,38.7,6.1,16
95780,15780,2,1,25.6,8.4,62
95781,15781,3,1,2.0,5.4,-9
95782,15782,1,0,11.6,6.8,23
95783,15783,3,0,28.2,6.0,5
95784,15784,3,1,15.4,6.1,18
95785,15785,2,2,19.5,5.4,-7
95786,15786,2,0,29.7,6.2,26
95787,15787,1,0,26.3,8.2,82
95788,15788,6,1,44.8,5.9,14
95789,15789,2,0,29.5,7.9,34
95790,15790,4,0,21.8,7.3,16
95791,15791,1,1,50.9,6.0,15
95792,15792,5,2,22.3,6.0,4
95793,15793,2,0,26.3,6.3,21
95794,15794,3,0,40.3,6.5,22
95795,15795,4,0,40.1,6.0,18
95796,15796,5,0,43.2,6.6,34
95797,15797,0,0,47.1,8.1,66
95798,15798,4,0,51.6,5.0,-1
95799,15799,3,0,25.0,6.6,35
95800,15800,3,2,38.7,5.4,4
95801,15801,0,0,25.6,9.0,84
95802,15802,3,0,3.4,6.5,17
95803,15803,0,0,67.9,7.1,31
95804,15804,2,1,43.3,6.5,38
95805,15805,4,1,50.4,6.6,30
95806,15806,2,1,35.7,8.6,75
95807,15807,1,1,16.6,6.0,7
95808,15808,2,0,26.5,7.9,50
95809,15809,0,0,5.8,8.2,36
95810,15810,3,1,41.7,7.2,36
95811,15811,2,1,42.1,7.4,44
95812,15812,4,3,31.4,5.4,20
95813,15813,1,0,57.7,8.9,55
95814,15814,4,0,45.7,7.0,40
95815,15815,2,0,35.2,6.7,38
95816,15816,0,0,61.6,8.0,49
95817,15817,1,0,23.6,7.7,50
95818,15818,3,1,24.7,7.2,25
95819,15819,3,0,34.7,5.0,1
95820,15820,6,4,34.7,4.5,-7
95821,15821,1,0,39.4,8.7,84
95822,15822,1,0,2.0,8.2,72
95823,15823,5,1,2.0,5.6,21
95824,15824,0,0,29.8,8.1,48
95825,15825,4,1,16.2,6.2,-6
95826,15826,0,0,43.5,5.5,5
95827,15827,1,0,2.0,8.0,50
95828,15828,1,1,13.1,7.5,47
95829,15829,1,0,42.5,7.2,38
95830,15830,2,0,18.0,6.2,8
95831,15831,1,0,18.8,6.5,14
95832,15832,3,1,17.8,6.4,19
95833,15833,2,1,15.6,8.1,64
95834,15834,2,1,43.8,8.0,63
95835,15835,1,0,17.0,6.2,35
95836,15836,3,1,37.5,4.9,-24
95837,15837,1,1,6.2,6.6,12
95838,15838,5,0,7.0,7.3,49
95839,15839,2,1,59.5,5.0,-16
95840,15840,1,1,27.2,8.1,50
95841,15841,1,0,16.2,9.3,62
95842,15842,2,0,40.2,8.3,49
95843,15843,4,1,37.0,7.0,26
95844,15844,2,1,18.2,7.9,53
95845,15845,1,0,13.8,7.4,31
95846,15846,3,0,25.5,8.5,45
95847,15847,3,2,11.3,4.4,-5
95848,15848,0,0,19.4,7.5,51
95849,15849,2,0,38.7,8.1,63
95850,15850,4,0,2.0,8.1,65
95851,15851,1,1,32.6,6.7,34
95852,15852,3,0,22.4,8.3,52
95853,15853,5,2,34.7,5.0,12
95854,15854,0,0,31.8,8.2,61
95855,15855,3,2,2.8,6.1,7
95856,15856,4,1,19.8,8.6,67
95857,15857,4,1,36.3,5.5,3
95858,15858,0,0,42.9,8.6,70
95859,15859,3,1,2.0,6.3,35
95860,15860,0,0,12.5,10.0,98
95861,15861,3,0,5.9,6.6,58
95862,15862,6,3,18.4,4.9,7
95863,15863,2,0,37.5,7.2,61
95864,15864,3,2,35.7,6.7,20
95865,15865,5,1,39.7,5.2,0
95866,15866,2,0,11.5,9.5,72
95867,15867,3,0,7.0,6.2,29
95868,15868,3,0,39.2,5.7,11
95869,15869,0,0,30.2,8.7,68
95870,15870,2,0,11.2,6.1,22
95871,15871,1,0,30.7,7.9,52
95872,15872,1,0,20.7,7.5,41
95873,15873,2,0,2.2,7.6,58
95874,15874,3,1,20.3,5.1,2
95875,15875,2,0,17.3,6.5,20
95876,15876,1,1,32.7,8.2,65
95877,15877,1,1,27.7,6.6,50
95878,15878,3,0,12.1,7.1,57
95879,15879,6,2,24.8,5.6,19
95880,15880,5,1,9.7,5.3,6
95881,15881,0,0,4.5,8.2,57
95882,15882,3,2,38.4,7.1,26
95883,15883,3,2,9.4,6.0,9
95884,15884,3,0,40.7,5.8,4
95885,15885,1,1,27.6,7.7,55
95886,15886,1,0,23.6,8.2,65
95887,15887,6,1,19.5,6.3,17
95888,15888,1,0,26.0,8.3,70
95889,15889,3,1,24.3,6.3,19
95890,15890,2,2,2.0,6.6,23
95891,15891,6,1,36.2,7.7,36
95892,15892,4,1,5.0,6.6,33
95893,15893,2,0,37.9,8.9,71
95894,15894,1,0,12.3,7.1,29
95895,15895,3,1,44.7,6.3,35
95896,15896,1,1,10.3,7.3,41
95897,15897,0,0,23.3,9.1,72
95898,15898,6,0,2.0,5.9,1
95899,15899,1,0,2.0,7.3,70
95900,15900,6,3,47.6,6.1,23
95901,15901,2,1,22.9,8.2,57
95902,15902,3,1,10.0,8.3,61
95903,15903,4,0,22.2,6.0,17
95904,15904,1,0,14.6,8.8,62
95905,15905,1,0,19.9,6.1,15
95906,15906,2,0,20.7,7.8,46
95907,15907,4,2,35.1,7.0,45
95908,15908,4,2,20.0,4.2,-6
95909,15909,3,0,32.6,9.1,87
95910,15910,0,0,39.2,9.7,72
95911,15911,3,1,18.7,6.3,18
95912,15912,4,0,31.1,5.9,4
95913,15913,1,0,44.4,7.2,28
95914,15914,2,0,36.3,7.8,51
95915,15915,2,2,14.6,7.0,36
95916,15916,4,0,2.0,6.7,28
95917,15917,1,0,16.1,6.9,42
95918,15918,3,0,2.0,7.2,59
95919,15919,1,1,18.5,7.7,53
95920,15920,1,0,23.5,7.8,61
95921,15921,5,1,36.0,5.4,10
95922,15922,1,0,2.0,6.4,20
95923,15923,1,0,25.9,7.9,71
95924,15924,3,1,2.0,6.3,48
95925,15925,2,1,38.1,6.7,-9
95926,15926,2,0,34.6,7.4,39
95927,15927,1,0,33.2,5.8,33
95928,15928,0,0,10.4,8.8,63
95929,15929,2,0,51.4,6.7,29
95930,15930,2,1,2.0,7.8,62
95931,15931,5,3,13.4,4.7,-2
95932,15932,3,2,2.0,6.9,29
95933,15933,2,0,20.6,6.1,45
95934,15934,3,1,12.3,8.8,67
95935,15935,2,0,17.5,5.6,31
95936,15936,2,0,31.6,6.9,22
95937,15937,2,1,22.4,5.7,21
95938,15938,2,1,18.0,8.3,50
95939,15939,4,1,42.8,7.2,42
95940,15940,4,1,37.2,5.3,-14
95941,15941,3,1,27.8,6.6,15
95942,15942,2,1,25.9,6.5,31
95943,15943,1,1,12.1,8.0,43
95944,15944,1,0,31.3,8.4,63
95945,15945,6,1,2.0,6.6,23
95946,15946,0,0,16.9,10.0,100
95947,15947,3,2,19.6,7.7,55
95948,15948,1,1,25.1,8.3,75
95949,15949,2,0,19.5,7.4,47
95950,15950,1,0,19.2,8.2,33
95951,15951,4,0,22.0,6.4,33
95952,15952,2,1,13.0,6.5,49
95953,15953,1,1,20.5,6.7,41
95954,15954,2,1,12.8,7.6,51
95955,15955,2,0,22.8,7.5,34
95956,15956,3,1,30.7,5.6,12
95957,15957,3,2,53.1,6.9,-2
95958,15958,1,0,10.5,8.5,42
95959,15959,3,0,46.3,7.2,41
95960,15960,2,0,47.9,8.1,58
95961,15961,0,0,4.1,8.0,61
95962,15962,2,0,38.6,7.1,36
95963,15963,4,2,26.9,5.8,20
95964,15964,2,0,37.7,7.3,46
95965,15965,4,1,5.9,6.5,19
95966,15966,3,1,2.0,6.8,36
95967,15967,5,0,49.4,5.6,11
95968,15968,2,0,25.0,8.2,56
95969,15969,1,0,31.5,9.6,84
95970,15970,6,1,15.7,5.3,3
95971,15971,0,0,12.1,8.4,63
95972,15972,6,3,20.9,3.9,2
95973,15973,1,0,13.6,8.5,68
95974,15974,3,1,43.2,5.8,14
95975,15975,1,1,32.8,8.5,51
95976,15976,0,0,26.0,8.5,60
95977,15977,0,0,36.8,8.5,58
95978,15978,1,0,10.1,8.4,73
95979,15979,0,0,28.0,9.2,65
95980,15980,1,0,30.8,7.8,43
95981,15981,2,0,2.0,5.8,0
95982,15982,3,0,21.4,7.1,38
95983,15983,4,1,2.0,6.7,30
95984,15984,5,2,11.6,5.8,8
95985,15985,5,2,5.2,3.7,-12
95986,15986,3,0,6.3,6.9,34
95987,15987,3,2,2.0,6.0,19
95988,15988,3,0,39.5,6.1,36
95989,15989,1,0,18.9,7.6,26
95990,15990,1,0,2.0,6.8,26
95991,15991,1,0,47.4,9.0,69
95992,15992,2,0,48.7,7.7,62
95993,15993,1,0,17.4,9.6,72
95994,15994,3,1,2.0,5.9,10
95995,15995,5,1,11.7,7.4,50
95996,15996,3,1,2.0,5.3,4
95997,15997,2,1,26.1,7.2,52
95998,15998,2,1,2.0,8.5,61
95999,15999,4,2,23.7,7.6,50
96000,16000,1,0,21.5,7.0,3
96001,16001,0,0,54.8,6.6,32
96002,16002,5,2,14.8,5.5,8
96003,16003,2,0,22.8,7.3,33
96004,16004,2,1,29.5,6.6,23
96005,16005,4,1,34.9,6.3,38
96006,16006,3,0,26.2,7.7,50
96007,16007,3,2,20.0,7.5,57
96008,16008,1,0,35.0,7.3,32
96009,16009,0,0,15.6,8.0,44
96010,16010,1,0,22.3,8.5,87
96011,16011,1,0,20.6,7.6,57
